licence_key,state,licence_id,name,name_norm,address,city,zip,licence_type,expiry,lat,lon,geom,source_url,observed_at,addr_norm
NJ/PIF000842/1,NJ,PIF000842,SCOTT'S AUTO LLC,SCOTTSAUTO,357 N. BROAD ST,CARNEYS POINT,08069,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,357NBROADST
NJ/PIF000846/1,NJ,PIF000846,BENTLEY TRUCK SERVICES INC,BENTLEYTRUCKSERVICES,307 HERON DRIVE,LOGAN TWP,08085,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,307HERONDR
NJ/PIF000847/1,NJ,PIF000847,WILLIAM C SCHAPPELL & SONS,WILLIAMCSCHAPPELLSONS,27 RT 46 EAST,HACKETTSTOWN,07840,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,27RT46E
NJ/PIF000848/1,NJ,PIF000848,MAURICE SCHWARTZ AND SONS I,MAURICESCHWARTZSONSI,585 SHREWSBURY AVE,SHREWSBURY,07702,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,585SHREWSBURYAVE
NJ/PIF000850/1,NJ,PIF000850,ROBERT H HOOVER & SONS INC,ROBERTHHOOVERSONS,4313 RT 130 SOUTH UNIT 10-B,EDGEWATER PARK,08010,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,4313RT130S
NJ/PIF000851/1,NJ,PIF000851,QUALITY TRUCK CENTER LLC,QUALITYTRUCKCENTER,609 WEST WHITE HORSE PIKE,EGG HRBR CITY,08215,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,609WWHITEHORSEPIKE
NJ/PIF000852/1,NJ,PIF000852,MILLER AUTO LEASING CO,MILLERAUTOLEASING,1504 MAINLINE DR,CINNAMINSON,08077,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1504MAINLINEDR
NJ/PIF000853/1,NJ,PIF000853,MILLER AUTO LEASING CO,MILLERAUTOLEASING,3905 NORTH DELSEA DR,VINELAND,08360,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3905NDELSEADR
NJ/PIF000854/1,NJ,PIF000854,PENN JERSEY BLDG MAT CO INC,PENNJERSEYBLDGMAT,2817 FIRE RD,EGG HARBOR TWP,08234,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2817FIRERD
NJ/PIF000855/1,NJ,PIF000855,MILLER FORD SALES,MILLERFORDSALES,1596 RTE 38 POB 617,LUMBERTON,08048,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1596RT38POB617
NJ/PIF000856/1,NJ,PIF000856,HUNTER KEYSTONE PETERBLT LP,HUNTERKEYSTONEPETERBLT,524 MONMOUTH RD POB729,CLARKSBURG,08510,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,524MONMOUTHRDPOB729
NJ/PIF000857/1,NJ,PIF000857,ACE DRIVE PRODS & SRVS INC,ACEDRIVEPRODSSRVS,520 YORK ST,ELIZABETH,07201,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,520YORKST
NJ/PIF000859/1,NJ,PIF000859,ON SITE FLEET SERVICE INC,ONSITEFLEETSERVICE,36 EDGEBORO RD,E BRUNSWICK,08816,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,36EDGEBORORD
NJ/PIF000861/1,NJ,PIF000861,FLEET MAINTENANCE SERV INC,FLEETMAINTENANCESERV,319 13TH STREET,CARLSTADT,07072,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,31913ST
NJ/PIF000863/1,NJ,PIF000863,MILLER AUTO LEASING CO,MILLERAUTOLEASING,1824 ROUTE 38,LUMBERTON,08048,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1824RT38
NJ/PIF000864/1,NJ,PIF000864,MILLER AUTO LEASING CO,MILLERAUTOLEASING,63 REPAUPO STATION RD,LOGAN TWP,08085,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,63REPAUPOSTATIONRD
NJ/PIF000866/1,NJ,PIF000866,MONTCLAIR MOTORWERKS INC,MONTCLAIRMOTORWERKS,40 CLAREMONT AVE,MONTCLAIR,07042,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,40CLAREMONTAVE
NJ/PIF000869/1,NJ,PIF000869,FLEETMASTER TK RPR LLC,FLEETMASTERTKRPR,1238 DOUGHTY ROAD,EGG HARBOR TWP,08234,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1238DOUGHTYRD
NJ/PIF000871/1,NJ,PIF000871,ORANGE MOTOR SERVICE IN,ORANGEMOTORSERVICEIN,183 SCOTLAND RD,ORANGE,07050,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,183SCOTLANDRD
NJ/PIF000877/1,NJ,PIF000877,CERTIFIED TRANSP REP INC,CERTIFIEDTRANSPREP,688 CENTER AVE POBX 151,BELFORD,07718,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,688CENTERAVEPOBX151
NJ/PIF000881/1,NJ,PIF000881,JACK'S AUTO REPAIR,JACKSAUTOREPAIR,810 JERSEY AVE,GLOUCESTER,08030,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,810JERSEYAVE
NJ/PIF000883/1,NJ,PIF000883,CENTRAL TIRE AND AUTO REPAI,CENTRALTIREAUTOREPAI,914 WEST SAINT GEORGES AVE,LINDEN,07036,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,914WSAINTGEORGESAVE
NJ/PIF000884/1,NJ,PIF000884,B J AND M AUTO INC,BJMAUTO,420-424 SPRING ST,ELIZABETH,07201,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,420424SPRINGST
NJ/PIF000885/1,NJ,PIF000885,JOHN'S PLAZA WEST AUTOM INC,JOHNSPLAZAWESTAUTOM,37 EMERSON ST,RIDGEFIELD PK,07660,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,37EMERSONST
NJ/PIF000889/1,NJ,PIF000889,DIESEL KRAFT LLC,DIESELKRAFT,34 FEDERAL RD,MONROE TWP,08831,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,34FEDERALRD
NJ/PIF000890/1,NJ,PIF000890,S J LEASING CO,SJLEASING,1176 RT 40 PO BX 169,WOODSTOWN,08098,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1176RT40POBX169
NJ/PIF000892/1,NJ,PIF000892,BROAD ST ATO CTR LLC,BROADSTATOCTR,313 BROAD STREET,NEWARK,07104,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,313BROADST
NJ/PIF000893/1,NJ,PIF000893,R & T AUTOMOTIVE LLC,RTAUTOMOTIVE,59 RTE 94 - PO BOX 111,BLAIRSTOWN,07825,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,59RT94
NJ/PIF000894/1,NJ,PIF000894,GENESIS CAR CARE LLC,GENESISCARCARE,365 HALEDON AVENUE,HALDON,07508,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,365HALEDONAVE
NJ/PIF000895/1,NJ,PIF000895,BARTS EQUIPMENT SERVICE,BARTSEQUIPMENTSERVICE,2203 GARRY ROAD,CINNAMINSON,08077,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2203GARRYRD
NJ/PIF000896/1,NJ,PIF000896,RIGGINS INC,RIGGINS,3938 S MAIN RD,VINELAND,08360,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3938SMAINRD
NJ/PIF000898/1,NJ,PIF000898,DEMAREST AUTO SERVICE INC,DEMARESTAUTOSERVICE,140 HARDENBURGH AVE,DEMAREST,07627,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,140HARDENBURGHAVE
NJ/PIF000899/1,NJ,PIF000899,PORT TRUCK REPAIR INC,PORTTRUCKREPAIR,141 7TH ST,ELIZABETH,07206,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1417ST
NJ/PIF000904/1,NJ,PIF000904,PERFORMANCE PLUS ATO RE LLC,PERFORMANCEPLUSATORE,51 W. MAIN STREET,MAPLE SHADE,08052,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,51WMAINST
NJ/PIF000908/1,NJ,PIF000908,RICHIES AUTOMOTIVE REPAIR,RICHIESAUTOMOTIVEREPAIR,130 RIDGEDALE AVE,E HANOVER,07936,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,130RIDGEDALEAVE
NJ/PIF000910/1,NJ,PIF000910,"A & B UNDERCAR REPAIR, INC",ABUNDERCARREPAIR,700 TONNELE AVE,JERSEY CITY,07307,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,700TONNELEAVE
NJ/PIF000913/1,NJ,PIF000913,DIESEL POWER & EQUIPMNT INC,DIESELPOWEREQUIPMNT,470 AUGUSTUS RD,BRICKTOWN,08723,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,470AUGUSTUSRD
NJ/PIF000916/1,NJ,PIF000916,LOVE AUTO,LOVEAUTO,620 KRESSON ROAD,CHERRY HILL,08034,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,620KRESSONRD
NJ/PIF000919/1,NJ,PIF000919,SDS SERVICES INC,SDSSERVICES,1630 BEAVER DAM ROAD,POINT PLEASANT,08742,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1630BEAVERDAMRD
NJ/PIF000920/1,NJ,PIF000920,I.T.S. INC,ITS,460 COMMERICAL AVENUE,PALISADES PK,07650,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,460COMMERICALAVE
NJ/PIF000925/1,NJ,PIF000925,GREEN AUTO SERVICE LLC,GREENAUTOSERVICE,1000 FANNY STREET,ELIZABETH,07201,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1000FANNYST
NJ/PIF000926/1,NJ,PIF000926,G & M AUTO SERVICE INC,GMAUTOSERVICE,1636 BRIDGEBORO ROAD,EDGEWATER PARK,08010,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1636BRIDGEBORORD
NJ/PIF000931/1,NJ,PIF000931,HUNTERDON DIESEL REP LLC,HUNTERDONDIESELREP,2026 RT 31 N STE 10,GLEN GARDNER,08826,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2026RT31N
NJ/PIF000932/1,NJ,PIF000932,ACCU MAXX ATO & TRK LLC,ACCUMAXXATOTRK,125 MIDDLE ROAD,HAMMONTON,08037,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,125MIDDLERD
NJ/PIF000933/1,NJ,PIF000933,"QUALITY SPRINTER SVCS, INC.",QUALITYSPRINTERSVCS,550 NORTH CRESCENT BLVD,COLLINGSWOOD,08107,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,550NCRESCENTBLVD
NJ/PIF000939/1,NJ,PIF000939,RE & EM ENT INC,REEMENT,38E MT PLEASANT AVE,LIVINGSTON,07039,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,38EMTPLEASANTAVE
NJ/PIF000940/1,NJ,PIF000940,STEVES AUTO REPAIRS INC,STEVESAUTOREPAIRS,204 PARSIPPANY ROAD,PARSIPPANY,07054,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,204PARSIPPANYRD
NJ/PIF000942/1,NJ,PIF000942,K-AUTO SERVICE INC,KAUTOSERVICE,210 ROUTE 5,PALISADES PARK,07650,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,210RT5
NJ/PIF000945/1,NJ,PIF000945,S & S AUTOMOTIVE LLC,SSAUTOMOTIVE,1620 PATERSON PL RD,SECAUCUS,07094,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1620PATERSONPLRD
NJ/PIF000949/1,NJ,PIF000949,JJM SERVICE LLC,JJMSERVICE,515 HADDON AVE,HADDONFIELD,08033,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,515HADDONAVE
NJ/PIF000950/1,NJ,PIF000950,DURAN'S AUTO INSP CTR,DURANSAUTOINSPCTR,197 MADISON ST,PATERSON,07501,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,197MADISONST
NJ/PIF000956/1,NJ,PIF000956,PATHWAY CAR CARE INC,PATHWAYCARCARE,1600 PRINCETON AVE,LAWRENCEVILLE,08648,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1600PRINCETONAVE
NJ/PIF000959/1,NJ,PIF000959,TONY DICESARE'S ATO SRV LLC,TONYDICESARESATOSRV,301-305 HADDON AVE,WESTMONT,08108,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,301305HADDONAVE
NJ/PIF000963/1,NJ,PIF000963,CHARLIE'S AUTO SERVICE LLC,CHARLIESAUTOSERVICE,563 CHANCELLOR AVENUE,IRVINGTON,07111,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,563CHANCELLORAVE
NJ/PIF000964/1,NJ,PIF000964,JIM DESBIENS ATO SRV INC,JIMDESBIENSATOSRV,395 PATERSON AVE,EAST RUTHERFOR,07073,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,395PATERSONAVE
NJ/PIF000970/1,NJ,PIF000970,MMLGA LLC,MMLGA,830 RIVER DRIVE,GARFIELD,07026,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,830RIVERDR
NJ/PIF000971/1,NJ,PIF000971,TEST RITE,TESTRITE,302 304 HAWTHORNE AVE STE 2,PT PLEASANT BC,08742,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,302304HAWTHORNEAVE
NJ/PIF000977/1,NJ,PIF000977,HUDSON GAS & AUTO SRV INC,HUDSONGASAUTOSRV,8708 KENNEDY BLVD,N BERGEN,07047,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,8708KENNEDYBLVD
NJ/PIF000979/1,NJ,PIF000979,KANCHAN AUTO SRV II LLC,KANCHANAUTOSRVII,1400 JERSEY AVENUE,NORTH BRUNSWIC,08902,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1400JERSEYAVE
NJ/PIF000980/1,NJ,PIF000980,DAN&TONY'S ACCURATE ATO LLC,DANTONYSACCURATEATO,7-9 SOUTH AVENUE WEST,CRANFORD,07016,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,79SAVEW
NJ/PIF000981/1,NJ,PIF000981,AUTO DOCTOR MB CORP,AUTODOCTORMB,4710 PALISADE AVE,UNION CITY,07087,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,4710PALISADEAVE
NJ/PIF000982/1,NJ,PIF000982,MAVIS TIRE SUPPLY LLC,MAVISTIRESUPPLY,1571 ROUTE 23 SOUTH,BUTLER,07405,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1571RT23S
NJ/PIF000987/1,NJ,PIF000987,WEST DEPTFRD ATO & TRANS IN,WESTDEPTFRDATOTRANSIN,466 CROWN POINT RD,THOROFARE,08086,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,466CROWNPOINTRD
NJ/PIF000990/1,NJ,PIF000990,TEAM PETROLEUM LLC,TEAMPETROLEUM,1035 MAIN STREET,PATERSON,07503,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1035MAINST
NJ/PIF000991/1,NJ,PIF000991,PRO AUTO REPAIR INC,PROAUTOREPAIR,55 MIDTOWN BRIDGE APPROACH,HACKENSACK,07650,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,55MIDTOWNBRIDGEAPPROACH
NJ/PIF000992/1,NJ,PIF000992,JM DIESEL TRK SRV INC,JMDIESELTRKSRV,114 S. DELSEA DRIVE,GLASSBORO,08028,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,114SDELSEADR
NJ/PIF000993/1,NJ,PIF000993,BELAIR SERVICES,BELAIRSERVICES,641 TREMONT AVE,ORANGE,07050,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,641TREMONTAVE
NJ/PIF000996/1,NJ,PIF000996,CINNAMINSON RIGGINS INC,CINNAMINSONRIGGINS,1015 RTE 130 SOUTH,CINNAMINSON,08077,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1015RT130S
NJ/PIF000997/1,NJ,PIF000997,BRANCHBURG ALL TIRE & SRV I,BRANCHBURGALLTIRESRVI,3221 US HIGHWAY 22 EAST,BRANCHBURG,08876,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3221USHWY22E
NJ/PIF000998/1,NJ,PIF000998,AMATO'S FRANKLIN GARAGE LLC,AMATOSFRANKLINGARAGE,3 N PROSPECT AVE,BERGENFIELD,07621,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3NPROSPECTAVE
NJ/PIF000999/1,NJ,PIF000999,CELEBRITY MOTOR CARS LLC,CELEBRITYMOTORCARS,130 ROUTE 10 WEST,WHIPPANY,07981,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,130RT10W
NJ/PIF001003/1,NJ,PIF001003,WOORI AUTO REP & BODY CORP,WOORIAUTOREPBODY,416 COMMERCIAL AVE,PALISADES PARK,07650,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,416COMMERCIALAVE
NJ/PIF001005/1,NJ,PIF001005,AMERICAN TIRE & ATO CARE IN,AMERICANTIREATOCAREIN,2302 ROUTE 516,OLD BRIDGE,08857,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2302RT516
NJ/PIF001007/1,NJ,PIF001007,CAR KINGS INC,CARKINGS,133 MAIN AVE,WALLINGTON,07057,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,133MAINAVE
NJ/PIF001010/1,NJ,PIF001010,WHALEN'S AUTO INC,WHALENSAUTO,1171 S ROUTE 9,CAPEMAY CRTHSE,08210,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1171SRT9
NJ/PIF001013/1,NJ,PIF001013,ROB AUTO SRV OF NJ INC,ROBAUTOSRVNJ,364 OAK RIDGE ROAD,OAKRIDGE,07438,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,364OAKRIDGERD
NJ/PIF001014/1,NJ,PIF001014,POMPTON AUTO CARE LLC,POMPTONAUTOCARE,289 WANAQUE AVENUE,POMPTON,07442,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,289WANAQUEAVE
NJ/PIF001015/1,NJ,PIF001015,EDDIES TOWING LLC,EDDIESTOWING,62 YOUNGS RD,MERCERVILLE,08619,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,62YOUNGSRD
NJ/PIF001019/1,NJ,PIF001019,BERNIES TIRE & AUTO LLC,BERNIESTIREAUTO,73 MILLBURN AVENUE,MILLBURN,07041,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,73MILLBURNAVE
NJ/PIF001020/1,NJ,PIF001020,JOES SRV CTR & TOW LLC,JOESSRVCTRTOW,584 MANTOLOKING RD,BRICK,08723,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,584MANTOLOKINGRD
NJ/PIF001023/1,NJ,PIF001023,KENNY'S PERFECT ATO REP,KENNYSPERFECTATOREP,958 S. SPRINGFIELD AVE,SPRINGFIELD,07081,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,958SSPRINGFIELDAVE
NJ/PIF001024/1,NJ,PIF001024,TOMASELLOS AUTO SRV LLC,TOMASELLOSAUTOSRV,5300 ATLANTIC AVENUE,VENTNOR,08406,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,5300ATLANTICAVE
NJ/PIF001026/1,NJ,PIF001026,LUBE XPRESS INC,LUBEXPRESS,1012 COX CROW ROAD,TOMS RIVER,08755,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1012COXCROWRD
NJ/PIF001027/1,NJ,PIF001027,LUBE XPRESS INC,LUBEXPRESS,931 RT 166,TOMS RIVER,08753,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,931RT166
NJ/PIF001029/1,NJ,PIF001029,DEFINIS SERVICE STATION INC,DEFINISSERVICESTATION,2058 MILLBURN AVE,MAPLEWOOD,07040,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2058MILLBURNAVE
NJ/PIF001030/1,NJ,PIF001030,GRAND KH LEE INC,GRANDKHLEE,520 BROAD AVENUE,RIDGEFIELD,07657,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,520BROADAVE
NJ/PIF001032/1,NJ,PIF001032,SBJ INC,SBJ,908 KING GEORGE ROAD,FORDS,08863,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,908KINGGEORGERD
NJ/PIF001036/1,NJ,PIF001036,JOE D'AURIA'S AUTO SRV LLC,JOEDAURIASAUTOSRV,1401 BRACE RD,CHERRY HILL,08034,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1401BRACERD
NJ/PIF001038/1,NJ,PIF001038,HOMETOWN TIRE & AUTO LLC,HOMETOWNTIREAUTO,416 EAST ELIZABETH AVE,LINDEN,08836,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,416EELIZABETHAVE
NJ/PIF001041/1,NJ,PIF001041,ORTEGA AUTO SERVICES,ORTEGAAUTOSERVICES,336-346 6TH AVENUE,NEWARK,07017,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3363466AVE
NJ/PIF001046/1,NJ,PIF001046,C & L AUTO REPAIR LLC,CLAUTOREPAIR,141 JOHNSON AVENUE,HACKENSACK,07601,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,141JOHNSONAVE
NJ/PIF001047/1,NJ,PIF001047,WALL AUTOMOTIVE CORPORATION,WALLAUTOMOTIVE,10 EAST MAIN ST,ROCKAWAY,07866,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,10EMAINST
NJ/PIF001048/1,NJ,PIF001048,B & H AUTO REPAIR LLC,BHAUTOREPAIR,99 MIDDLESEX AVENUE,METUCHEN,08840,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,99MIDDLESEXAVE
NJ/PIF001049/1,NJ,PIF001049,HI-TECH COMPLETE CAR SRV LL,HITECHCOMPLETECARSRVLL,400 SOMERSET STREET,N. PLAINFIELD,07062,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,400SOMERSETST
NJ/PIF001052/1,NJ,PIF001052,RND AUTO & TRUCK LLC,RNDAUTOTRUCK,11 RT 46,BUDD LAKE,07828,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,11RT46
NJ/PIF001053/1,NJ,PIF001053,GELORMINIS AUTO REPAIR,GELORMINISAUTOREPAIR,1275 SPRINGFIELD AVE,NEW PROVIDENCE,07974,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1275SPRINGFIELDAVE
NJ/PIF001056/1,NJ,PIF001056,CLIFTON TIRE & AUTO LLC,CLIFTONTIREAUTO,207 TRIMBLE AVE,CLIFTON,07011,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,207TRIMBLEAVE
