licence_key,state,licence_id,name,name_norm,address,city,zip,licence_type,expiry,lat,lon,geom,source_url,observed_at,addr_norm
NJ/ERF003139/1,NJ,ERF003139,GRESHAM TIRE LLC,GRESHAMTIRE,965 RAHWAY AVENUE,UNION,07083,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,965RAHWAYAVE
NJ/ERF003143/1,NJ,ERF003143,WALTER BROWN & SON,WALTERBROWNSON,520 WARD AVE POB25,CROSSWICKS,08515,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,520WARDAVEPOB25
NJ/ERF003146/1,NJ,ERF003146,CHARLIES CMPLT AUTO SRV LLC,CHARLIESCMPLTAUTOSRV,349 E CLEMENTS BRG RD,RUNNEMEDE,08078,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,349ECLEMENTSBRGRD
NJ/ERF003159/1,NJ,ERF003159,J & J AUTO REPAIR,JJAUTOREPAIR,2406 DELSEA DR,FRANKLINVILLE,08322,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2406DELSEADR
NJ/ERF003162/1,NJ,ERF003162,J AND A SERVICE CENTER LLC,JASERVICECENTER,148 WOODBRIDGE AVE,HIGHLAND PARK,08904,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,148WOODBRIDGEAVE
NJ/ERF003166/1,NJ,ERF003166,FRANKS AUTO REPAIR INC,FRANKSAUTOREPAIR,56 MARTINE AVE,FANWOOD,07023,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,56MARTINEAVE
NJ/ERF003183/1,NJ,ERF003183,VAN METER AUTO REPAIR,VANMETERAUTOREPAIR,395 WENONAH AVE,MANTUA,08051,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,395WENONAHAVE
NJ/ERF003193/1,NJ,ERF003193,EUROPEAN PLUS INC,EUROPEANPLUS,107 ROUTE 31 NORTH,PENNINGTON,08534,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,107RT31N
NJ/ERF003210/1,NJ,ERF003210,ROUTE 88 VEHICLE CORP,ROUTE88VEHICLE,1085 RTE 88,LAKEWOOD,08701,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1085RT88
NJ/ERF003212/1,NJ,ERF003212,A&M AUTO REPAIR CENTER LLC,AMAUTOREPAIRCENTER,373 E. HAZELWOOD AVENUE,RAHWAY,07065,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,373EHAZELWOODAVE
NJ/ERF003215/1,NJ,ERF003215,SCHUMACHER CHEV INC,SCHUMACHERCHEV,8 MAIN STREET,LITTLE FALLS,07424,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,8MAINST
NJ/ERF003224/1,NJ,ERF003224,TONY DICESARE'S ATO SRV LLC,TONYDICESARESATOSRV,301-305 HADDON AVE,WESTMONT,08108,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,301305HADDONAVE
NJ/ERF003226/1,NJ,ERF003226,CELEBRITY MOTOR CARS LLC,CELEBRITYMOTORCARS,130 ROUTE 10 WEST,WHIPPANY,07981,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,130RT10W
NJ/ERF003229/1,NJ,ERF003229,TARMEG LLC,TARMEG,2555 S MAIN ROAD,VINELAND,08360,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2555SMAINRD
NJ/ERF003231/1,NJ,ERF003231,AMATO'S FRANKLIN GARAGE LLC,AMATOSFRANKLINGARAGE,3 N PROSPECT AVE,BERGENFIELD,07621,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3NPROSPECTAVE
NJ/ERF003279/1,NJ,ERF003279,FIERO JON'S LLC,FIEROJONS,330 E MAIN ST,TUCKERTON,08087,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,330EMAINST
NJ/ERF003287/1,NJ,ERF003287,MAINLAND AUTO&CENTER INC,MAINLANDAUTOCENTER,339 JIM LEEDS RD,GALLOWAY,08205,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,339JIMLEEDSRD
NJ/ERF003298/1,NJ,ERF003298,CAR CARE COLLISION LLC,CARCARECOLLISION,126 RARITAN AVE,HIGHLAND PARK,08904,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,126RARITANAVE
NJ/ERF003302/1,NJ,ERF003302,RICHIES AUTOMOTIVE LLC,RICHIESAUTOMOTIVE,130 RIDGEDALE AV,E HANOVER,07936,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,130RIDGEDALEAVE
NJ/ERF003313/1,NJ,ERF003313,GREEN VILLAGE GARAGE LLC,GREENVILLAGEGARAGE,526 GREEN VILLAGE RD,GREEN VILLAGE,07935,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,526GREENVILLAGERD
NJ/ERF003318/1,NJ,ERF003318,ORTEGA AUTO SERVICES,ORTEGAAUTOSERVICES,336-346 6TH AVENUE,NEWARK,07017,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3363466AVE
NJ/ERF003322/1,NJ,ERF003322,AMERICAN TIRE & ATO CARE IN,AMERICANTIREATOCAREIN,2302 ROUTE 516,OLD BRIDGE,08857,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2302RT516
NJ/ERF003327/1,NJ,ERF003327,AA TRUE AUTO INC,AATRUEAUTO,1169 WASHINGTON ST,TOMS RIVER,08753,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1169WASHINGTONST
NJ/ERF003332/1,NJ,ERF003332,RIVER GAS STATION LLC,RIVERGASSTATION,2901 ASBURY AVE,OCEAN,07712,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2901ASBURYAVE
NJ/ERF003333/1,NJ,ERF003333,STRAIGHT LINE AUTOMOTIVE,STRAIGHTLINEAUTOMOTIVE,81 FRENEAU AVE,MATAWAN,07747,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,81FRENEAUAVE
NJ/ERF003343/1,NJ,ERF003343,DERCO LLC,DERCO,1820 NORTH OLDEN AVE EXT,EWING,08638,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1820NOLDENAVEEXT
NJ/ERF003345/1,NJ,ERF003345,MASTROJOHN AUTO SERVICE INC,MASTROJOHNAUTOSERVICE,1450 RICHMOND AVE,POINT PLEASANT,08742,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1450RICHMONDAVE
NJ/ERF003349/1,NJ,ERF003349,OLDWICK VILLAGE GARAGE LLC,OLDWICKVILLAGEGARAGE,"POB279, 30 OLD TURNPIKE RD",OLDWICK,08858,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,POB27930OLDTPKERD
NJ/ERF003351/1,NJ,ERF003351,GREENTREE AUTOMOTIVE LLC,GREENTREEAUTOMOTIVE,650 N. BERLIN ROAD,LINDENWOLD,08021,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,650NBERLINRD
NJ/ERF003372/1,NJ,ERF003372,ROBS GARAGE LLC,ROBSGARAGE,150 CARRIAGE LN STE A1,DELRAN,08075,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,150CARRIAGELN
NJ/ERF003375/1,NJ,ERF003375,HILLTOP AUTO REPAIRS INC,HILLTOPAUTOREPAIRS,128 MORRIS AVENUE,SUMMIT,07901,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,128MORRISAVE
NJ/ERF003402/1,NJ,ERF003402,HOMER AVE AUTOMOTIVE LLC,HOMERAVEAUTOMOTIVE,907 HOMER AVE,PLEASANTVILLE,08232,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,907HOMERAVE
NJ/ERF003418/1,NJ,ERF003418,TWYNAM INC,TWYNAM,648 POMPTON AVE,CEDAR GROVE,07009,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,648POMPTONAVE
NJ/ERF003419/1,NJ,ERF003419,QUANTUM AUTO TECHS LLC,QUANTUMAUTOTECHS,47 IRVINGTON ST,WESTWOOD,07675,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,47IRVINGTONST
NJ/ERF003424/1,NJ,ERF003424,LITHIA RAMSEY-B LLC,LITHIARAMSEYB,985 STATE ROUTE 17,RAMSEY,07446,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,985STATERT17
NJ/ERF003426/1,NJ,ERF003426,LITHIA PARAMUS-M LLC,LITHIAPARAMUSM,755 ROUTE 17,PARAMUS,07652,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,755RT17
NJ/ERF003427/1,NJ,ERF003427,LITHIA RAMSEY-M LLC,LITHIARAMSEYM,925 STATE ROUTE 17 SOUTH,RAMSEY,07446,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,925STATERT17S
NJ/ERF003429/1,NJ,ERF003429,ONESTOP QK LUBE&AUTO RP INC,ONESTOPQKLUBEAUTORP,170 ROUTE 37 EAST,TOMS RIVER,08753,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,170RT37E
NJ/ERF003439/1,NJ,ERF003439,MORRISTOWN MOTORS INC,MORRISTOWNMOTORS,169 RIDGEDALE AV,MORRISTOWN,07960,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,169RIDGEDALEAVE
NJ/ERF003444/1,NJ,ERF003444,"LITHIA HAMILTON-H, LLC.",LITHIAHAMILTONH,655 US HIGHWAY 130,HAMILTON,08691,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,655USHWY130
NJ/ERF003447/1,NJ,ERF003447,DRIVERS TIRE & SRVC CTR LLC,DRIVERSTIRESRVCCTR,669 STATE RTE 22,WHITEHOUSE STA,08889,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,669STATERT22
NJ/ERF003450/1,NJ,ERF003450,MEERAFZAL FAZALDIN INC,MEERAFZALFAZALDIN,1301 WILLOW AVENUE,HOBOKEN,07030,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1301WILLOWAVE
NJ/ERF003453/1,NJ,ERF003453,S & Y AUTO REPAIR LLC,SYAUTOREPAIR,295 LEXINGTON AVE,PASSAIC,07055,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,295LEXINGTONAVE
NJ/ERF003454/1,NJ,ERF003454,POINT AUTO REPAIR INC,POINTAUTOREPAIR,646 NEW RD,SOMERS PT,08244,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,646NEWRD
NJ/ERF003456/1,NJ,ERF003456,BCT IMPORTS,BCTIMPORTS,1485 RT 46 EAST,LITTLE FALLS,07424,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1485RT46E
NJ/ERF003457/1,NJ,ERF003457,CHRISKAL INC,CHRISKAL,373 MANTOLOKING RD,BRICK,08723,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,373MANTOLOKINGRD
NJ/ERF003468/1,NJ,ERF003468,DD SERVICES,DDSERVICES,3145 ROUTE 88,POINT PLESANT,08742,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3145RT88
NJ/ERF003470/1,NJ,ERF003470,CAR CARE CTR OF NEWARK LLC,CARCARECTRNEWARK,313 WEST MARKET STREET,NEWARK,07103,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,313WMARKETST
NJ/ERF003471/1,NJ,ERF003471,LUSCHERS AUTOMOTIVE INC,LUSCHERSAUTOMOTIVE,20 FOURTH AVENUE,HAWTHORNE,07506,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,20FOURTHAVE
NJ/ERF003474/1,NJ,ERF003474,MITCHELL AUTOMOTIVE LLC,MITCHELLAUTOMOTIVE,700 W DELILAH RD,PLEASANTVILLE,08232,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,700WDELILAHRD
NJ/ERF003475/1,NJ,ERF003475,LSC MECHANICAL,LSCMECHANICAL,387 MERCER STREET,HIGHTSTOWN,08520,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,387MERCERST
NJ/ERF003478/1,NJ,ERF003478,MASSIMO MOTORWORKS LLC,MASSIMOMOTORWORKS,430 BROAD STREET,SHREWSBURY,07702,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,430BROADST
NJ/ERF003482/1,NJ,ERF003482,DCO MOTORS HAWTHORNE C LLC,DCOMOTORSHAWTHORNEC,1180 GOFFLE ROAD,HAWTHORNE,07506,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1180GOFFLERD
NJ/ERF003484/1,NJ,ERF003484,S & Y TIRE & ALIGNMENT LLC,SYTIREALIGNMENT,208-210 CENTRAL AVE,PASSAIC,07055,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,208210CENTRALAVE
NJ/ERF003485/1,NJ,ERF003485,MAG RETAIL HOLDINGS MLI LLC,MAGRETAILHOLDINGSMLI,100 OCEANPORT AVE,LITTLE SILVER,07739,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,100OCEANPORTAVE
NJ/ERF003486/1,NJ,ERF003486,MULLANEY TIRE SERVICE I,MULLANEYTIRESERVICEI,310 BROAD ST,MATAWAN,07747,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,310BROADST
NJ/ERF003487/1,NJ,ERF003487,HOLMAN RETAIL HOLDINGS LLC,HOLMANRETAILHOLDINGS,3641 ROUTE 42 SOUTH,TURNERSVILLE,08012,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,3641RT42S
NJ/ERF003488/1,NJ,ERF003488,HOLMAN RETAIL HOLDINGS LLC,HOLMANRETAILHOLDINGS,571 RT 38 WEST,MAPLE SHADE,08052,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,571RT38W
NJ/ERF003490/1,NJ,ERF003490,MACRAE SERVICES,MACRAESERVICES,128 WOOD AVENUE,MIDDLESEX,08846,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,128WOODAVE
NJ/ERF003491/1,NJ,ERF003491,CHRIS RIDGE SERVICE INC,CHRISRIDGESERVICE,217 PARK AVENUE,RUTHERFORD,07070,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,217PARKAVE
NJ/ERF003492/1,NJ,ERF003492,COMPLETE AUTO TRUCK RPR INC,COMPLETEAUTOTRUCKRPR,760 WEST GRAND STREET,ELIZABETH,07059,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,760WGRANDST
NJ/ERF003493/1,NJ,ERF003493,SPJ MOTORS LLC,SPJMOTORS,701 ROUTE 202-206 NORTH,BRIDGEWATER,08807,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,701RT202206N
NJ/ERF003494/1,NJ,ERF003494,AMWELL AUTO CLINIC,AMWELLAUTOCLINIC,1873 AMWELL ROAD,SOMERSET,08873,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1873AMWELLRD
NJ/ERF003495/1,NJ,ERF003495,KENNEDY & BALLARD LLC,KENNEDYBALLARD,187 PARKER AVE,MANASQUAN,08736,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,187PARKERAVE
NJ/ERF003496/1,NJ,ERF003496,BRADLEY BEACH CAR CARE LLC,BRADLEYBEACHCARCARE,38 MAIN ST,BRADLEY BEACH,07712,Emission Repair Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,38MAINST
NJ/PIF000008/1,NJ,PIF000008,AJW INC,AJW,558 ALPS ROAD,WAYNE,07470,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,558ALPSRD
NJ/PIF000023/1,NJ,PIF000023,GREG & SONS AUTO SERV INC,GREGSONSAUTOSERV,11 MOUNTAIN VIEW BLVD,WAYNE,07470,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,11MOUNTAINVIEWBLVD
NJ/PIF000034/1,NJ,PIF000034,JONES BOYS AUTO ELECTRIC,JONESBOYSAUTOELECTRIC,407 BAYSHORE ROAD,DEL HAVEN,08251,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,407BAYSHORERD
NJ/PIF000037/1,NJ,PIF000037,AMRCN TIRE&AUTO CARE OF WF,AMRCNTIREAUTOCAREWF,600 NORTH AVE EAST,WESTFIELD,07093,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,600NAVEE
NJ/PIF000039/1,NJ,PIF000039,TOOL TIME AUTO SVS LLC,TOOLTIMEAUTOSVS,2109 WHITESVILLE RD,TOMS RIVER,08755,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2109WHITESVILLERD
NJ/PIF000046/1,NJ,PIF000046,DE BOERS AUTO INC,DEBOERSAUTO,83 RT 23,HAMBURG,07419,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,83RT23
NJ/PIF000047/1,NJ,PIF000047,SHANT SUNOCO,SHANTSUNOCO,462 BROAD AVE,RIDGEFIELD,07657,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,462BROADAVE
NJ/PIF000048/1,NJ,PIF000048,LUSCHERS AUTOMOTIVE INC,LUSCHERSAUTOMOTIVE,20 FOURTH AVENUE,HAWTHORNE,07506,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,20FOURTHAVE
NJ/PIF000057/1,NJ,PIF000057,BUDGET MUFFLER & BRAKES,BUDGETMUFFLERBRAKES,4 NORTH 8TH ST,VINELAND,08360,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,4N8ST
NJ/PIF000063/1,NJ,PIF000063,A & J AUTOMOTIVE INC,AJAUTOMOTIVE,2099 SPRINGFIELD AVE,VAUXHALL,07088,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2099SPRINGFIELDAVE
NJ/PIF000064/1,NJ,PIF000064,WHITLEYS AUTO SPECIALIST IN,WHITLEYSAUTOSPECIALISTIN,203 MONMOUTH RD,OAKHURST,07755,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,203MONMOUTHRD
NJ/PIF000066/1,NJ,PIF000066,E & A AUTO REPAIR INC,EAAUTOREPAIR,300 BROAD STREET,CLIFTON,07013,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,300BROADST
NJ/PIF000079/1,NJ,PIF000079,CENTRAL GETTY INC,CENTRALGETTY,768 TONNELLE AVENUE,JERSEY CITY,07307,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,768TONNELLEAVE
NJ/PIF000081/1,NJ,PIF000081,PRESTIGE AUTO REPAIR LLC,PRESTIGEAUTOREPAIR,39 MINE BROOK RD,BERNARDSVILLE,07924,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,39MINEBROOKRD
NJ/PIF000089/1,NJ,PIF000089,BILDEE CORP,BILDEE,65 LEONARDVILLE RD,BELFORD,07718,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,65LEONARDVILLERD
NJ/PIF000090/1,NJ,PIF000090,NEWTON GULF LLC,NEWTONGULF,106 WOODSIDE AVE,NEWTON,07860,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,106WOODSIDEAVE
NJ/PIF000100/1,NJ,PIF000100,COMMUNITY AUTO SERVICE INC,COMMUNITYAUTOSERVICE,424 NEW MARKET RD,PISCATAWAY,08854,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,424NEWMARKETRD
NJ/PIF000102/1,NJ,PIF000102,BRIAN COWANS AUTO CTR LLC,BRIANCOWANSAUTOCTR,22 FERRY RD,PENNSVILLE,08070,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,22FERRYRD
NJ/PIF000105/1,NJ,PIF000105,IMG INC,IMG,1449 STUYVESANT AVE,UNION,07083,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1449STUYVESANTAVE
NJ/PIF000113/1,NJ,PIF000113,GARDEN STATE TRK & AUTO INC,GARDENSTATETRKAUTO,2140 ROUTE 130,MOMOUTH JCT,08852,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,2140RT130
NJ/PIF000115/1,NJ,PIF000115,LTL AUTOMOTIVE INC,LTLAUTOMOTIVE,40 SOUTH GASTON AVE,SOMERVILLE,08876,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,40SGASTONAVE
NJ/PIF000116/1,NJ,PIF000116,CENTRAL AUTO TECH,CENTRALAUTOTECH,431 BROAD AVE,LEONIA,07605,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,431BROADAVE
NJ/PIF000117/1,NJ,PIF000117,AUTO SUMSER INC*,AUTOSUMSER,7-06 SADDLE RVR RD,FAIRLAWN,07410,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,706SADDLERVRRD
NJ/PIF000120/1,NJ,PIF000120,CITY AUTO CENTER INC,CITYAUTOCENTER,180 MERCER STREET,HIGHTSTOWN,08520,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,180MERCERST
NJ/PIF000124/1,NJ,PIF000124,WAKEMAN AUTO REPAIR INC,WAKEMANAUTOREPAIR,119 VERONA AVE,NEWARK,07104,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,119VERONAAVE
NJ/PIF000125/1,NJ,PIF000125,TRUNFIO INC,TRUNFIO,107 FAIRVIEW AVENUE,WEST BERLIN,08091,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,107FAIRVIEWAVE
NJ/PIF000128/1,NJ,PIF000128,SHAWNS W MOUNTAIN AUTO LLC,SHAWNSWMOUNTAINAUTO,862 MOUNTAIN AVE,MOUNTAINSIDE,07092,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,862MOUNTAINAVE
NJ/PIF000135/1,NJ,PIF000135,FRANKS ALL TUNE & LUBE,FRANKSALLTUNELUBE,1458 RT 38,HAINESPORT,08036,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,1458RT38
NJ/PIF000136/1,NJ,PIF000136,SHORE METRIC CAR CARE INC,SHOREMETRICCARCARE,700 CHALLENGER WAY,FORKED RIVER,08731,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,700CHALLENGERWAY
NJ/PIF000146/1,NJ,PIF000146,OCCHIS FRIENDLY SERVICE,OCCHISFRIENDLYSERVICE,296 SICOMAC AVE,WYCKOFF,07481,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,296SICOMACAVE
NJ/PIF000159/1,NJ,PIF000159,RODRIGUEZ 21ST A SER CTR IN,RODRIGUEZ21STASERCTRIN,241 21ST AVE,PATERSON,07501,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,24121AVE
NJ/PIF000161/1,NJ,PIF000161,J DOUGLAS CORP,JDOUGLAS,20 LUDLOW RD,PARSIPPANY,07054,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,20LUDLOWRD
NJ/PIF000166/1,NJ,PIF000166,ULTIMATE PRECISION MOTORS I,ULTIMATEPRECISIONMOTORSI,30 FOSTER ST,BERGENFIELD,07621,Private Inspection Facility,,,,,https://data.nj.gov/resource/t6tk-mr48.json,2026-08-18 12:20:01.049832+00,30FOSTERST
