route_id,route_name,route_ref,sign_type,sign_num,routeid_state,nn,state_fips,state,county_fips,fclass,aadt,aadt_com,through_lanes,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props
50,U 50,U 50,U,50,24700000500000001,1,18,IN,18093,3,4106,299,2,"MULTILINESTRING((-86.5350109999072 38.796128000527,-86.5346810001944 38.7970919998622,-86.5344150000556 38.7978240000309,-86.534207999468 38.7982409998673,-86.5338719999073 38.798806999625,-86.5330919999327 38.7998309999124,-86.5321910004825 38.8010279995396,-86.53165800038 38.8017060003624,-86.5313150002483 38.8020829999548,-86.5309829999873 38.8023929997055,-86.5302530002413 38.8029270002417,-86.5292549998085 38.8035869999604,-86.5270589998245 38.8049770000236,-86.525864999573 38.8057180000533,-86.5244650003555 38.806326000281,-86.5239469994234 38.8065600000083,-86.5235079999305 38.80680699982,-86.5231370002098 38.8070539994754,-86.5228280004133 38.8073240002107,-86.5219010001255 38.8081980003802,-86.5197639996928 38.8102269999813,-86.5190950000462 38.8108599994785,-86.5183169997213 38.8116169992952,-86.5180260003665 38.8118470001871,-86.5175699993586 38.81216499943,-86.5172100004068 38.812385999745,-86.5169020004352 38.8125440001865,-86.5168139996734 38.8125800002292,-86.5165969999384 38.8126680001014))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 50, ""NN"": 1, ""AADT"": 4106, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U50"", ""CTFIPS"": 93, ""FCLASS"": 3, ""SIGNN1"": ""50"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""24700000500000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 299, ""ENDPOINT"": 12.13000011, ""FUT_AADT"": 4845, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376788, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 174, ""BEGINPOINT"": 10.58199978, ""THROUGH_LA"": 2, ""Shape__Length"": 0.025344974264004616}"
51,I 64,I 64,I,64,18700000640000001,1,18,IN,18173,1,15245,4825,4,"MULTILINESTRING((-87.0897649999474 38.1987900002845,-87.0897459996808 38.1987880003026,-87.0892510001115 38.1987479999482,-87.0884740005098 38.1986940003879,-87.0876040001235 38.198663999909,-87.0867880001638 38.1986519999963,-87.0860469996488 38.1986649995486,-87.0853399994691 38.1986910000582,-87.08449999922 38.1987439999821,-87.0838330001215 38.1988090004622,-87.0832189998282 38.198878999774,-87.082783999635 38.1989339995389,-87.0822009993038 38.1990250002398,-87.0797400008026 38.1994560003616,-87.0779050004936 38.19978200004,-87.0778350001734 38.1997939997664,-87.0771160002981 38.1999180003535,-87.0766809992066 38.1999780002658,-87.0759859996207 38.2000550000336,-87.0752910000349 38.2000979999419,-87.074708000602 38.2001099996162,-87.0740590001486 38.2001039997793,-87.0734719996194 38.200073000261,-87.0729650003546 38.2000279996842,-87.0724869996053 38.1999760003165,-87.0682469999733 38.1994609999173,-87.0651739999303 38.199084000548,-87.0619550002974 38.1986920004034,-87.0584099993529 38.1982550000057,-87.0553640008707 38.1978840000603,-87.053294000385 38.1976299994719,-87.0527200002747 38.1975610000262,-87.0520340000113 38.1974779996854,-87.0511240003403 38.1973809998138,-87.0503779998025 38.1973189998573,-87.0498040005905 38.1972810001311,-87.0492289997569 38.1972480000927,-87.0482320000472 38.1972130000143,-87.0474589997452 38.1972009998625,-87.0467210005017 38.1972009998625,-87.0457699999244 38.1972230001393,-87.0433929992922 38.197316999835,-87.0429200003625 38.1973320003536,-87.0420769997403 38.1973630003329,-87.0410740001829 38.1974040003991,-87.0389979998495 38.1974779996854,-87.0377169995594 38.197522000065,-87.0370370000421 38.1975360001801,-87.0363779995429 38.1975319994416,-87.0356179996598 38.1975109996196,-87.0355840002229 38.1975099992581,-87.035575999827 38.1975099992581,-87.0350729998617 38.1974870001182,-87.0344660001394 38.1974490004797,-87.0339460004557 38.1974080004388,-87.0334140001782 38.197355999906,-87.0324199999432 38.1972500001169,-87.0306099997486 38.1970419994295))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 51, ""NN"": 1, ""AADT"": 15245, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""I64"", ""CTFIPS"": 173, ""FCLASS"": 1, ""SIGNN1"": ""64"", ""SIGNT1"": ""I"", ""STFIPS"": 18, ""ROUTEID"": ""18700000640000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 4825, ""ENDPOINT"": 24.27599907, ""FUT_AADT"": 17379, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376789, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 521, ""BEGINPOINT"": 21.03199959, ""THROUGH_LA"": 4, ""Shape__Length"": 0.05946475373012394}"
52,S 57,S 57,S,57,91400000570000001,1,18,IN,18027,5,2120,236,2,"MULTILINESTRING((-87.168612000032 38.6913560001541,-87.1686170000549 38.6913719998605,-87.1686570002378 38.6915010000362,-87.1691350000887 38.6930319995653,-87.1700480001328 38.6958520005463,-87.1707900004727 38.6981439997049,-87.1709190003441 38.6986349999202,-87.1710180000783 38.6991480001927,-87.1711230005586 38.6998470003891,-87.1711600003685 38.7003289998024,-87.1712530002549 38.7032570001178,-87.1712990002857 38.7047529995733,-87.1713580007352 38.7071950000569,-87.1713269998748 38.707457000486,-87.1712940002628 38.7077499994326,-87.1712220002928 38.7080289997347,-87.1711310000562 38.7082909999116,-87.1710399998196 38.70850300039,-87.1709070006485 38.7087459992857,-87.1707860002747 38.7089489998733,-87.1706160003954 38.7091839997439,-87.1703479997085 38.7094770000249,-87.1701359999964 38.7096939998632,-87.1698570003371 38.7099189999757,-87.1696139997645 38.7100949999408,-87.1692849998766 38.7103079995621,-87.1682220000447 38.7110120000019,-87.1679609999288 38.7112290000878,-87.1677240001023 38.7114499998956,-87.1674809995297 38.711751999594,-87.1672200003121 38.712103999879,-87.1670389996639 38.7124419997482,-87.166857000089 38.7129110000363,-87.1667540001568 38.7132719996223,-87.1667240000196 38.7135419993366,-87.166636000156 38.7148939998771,-87.1665610007113 38.7166239995061,-87.1664789997972 38.7178359999558,-87.1664610002539 38.7182100000844,-87.1664679999266 38.7187770000681,-87.1664689997515 38.7189180004633,-87.1664820001703 38.7190889998834,-87.1665770006048 38.7207199997634,-87.166632999783 38.7214360001514,-87.1666849996615 38.7227430005177,-87.166777999548 38.7292539999645,-87.1667800000961 38.7293439997126,-87.1668479998682 38.7335570000947,-87.1668530007893 38.7346970004444,-87.1668720001576 38.7377020003845,-87.1669230002112 38.7405859999342,-87.1669680004171 38.7442619998261,-87.1670160000977 38.7472499998806,-87.1670520000826 38.7495930001655,-87.1670679999762 38.7511119997888,-87.1671399999462 38.7555050004249,-87.1671470005172 38.7564190002361,-87.1671719997333 38.7592039998951,-87.1672119999162 38.7608529995252,-87.1672150002893 38.7622360003073,-87.1672320000077 38.764173999798,-87.1672470000763 38.7656290005637,-87.1672629999699 38.766796000573,-87.1672930001071 38.7692340001437,-87.1673130001986 38.7701659997917,-87.1673140000235 38.7705580002534,-87.1672800005866 38.7708799993964,-87.1672780000385 38.7708959995117,-87.1672240005101 38.7712250001671,-87.1671210005779 38.7715950003879,-87.1669949992829 38.7720010003223,-87.1668189995558 38.7723890000357,-87.1665519995922 38.7728210004537,-87.1660900005331 38.7734349996912,-87.1656770000812 38.7738369999699,-87.1629039996138 38.7760839994443,-87.1593289994304 38.77895099984,-87.1573459998818 38.7805480002255,-87.1570539998038 38.7808099998499,-87.1567690002967 38.7811389995946,-87.1565859999986 38.7813830000063,-87.1563800001343 38.7817170005423,-87.1562469991666 38.7819869999369,-87.1551199997606 38.7848809995521,-87.1539620003924 38.7878299995183,-87.1537020001014 38.7885240002229,-87.1535809997276 38.7888940003256,-87.1534839996432 38.7892319995131,-87.1533869995588 38.7896460002786,-87.1533270001827 38.7900339999231,-87.1532790005021 38.7904669997506,-87.1532400001441 38.790943999784,-87.1531450006078 38.7932059995436,-87.1531099995494 38.793824000378,-87.153064000417 38.7952660003908,-87.1530660000668 38.7958330004598,-87.15306700079 38.7963869995675,-87.1530830006835 38.7984470001906,-87.1531109993743 38.800141000359,-87.1530760001125 38.8007850002733,-87.1530369997545 38.8009590002125))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 52, ""NN"": 1, ""AADT"": 2120, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S57"", ""CTFIPS"": 27, ""FCLASS"": 5, ""SIGNN1"": ""57"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""91400000570000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 236, ""ENDPOINT"": 19.23399925, ""FUT_AADT"": 2162, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376790, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 106, ""BEGINPOINT"": 11.33100033, ""THROUGH_LA"": 2, ""Shape__Length"": 0.11725729923090884}"
53,S 135,S 135,S,135,93600001350000001,1,18,IN,18071,4,2296,127,2,"MULTILINESTRING((-86.1014449994156 38.7905860002677,-86.1014400002911 38.791004999454,-86.101513000086 38.7919160000665,-86.1015829995079 38.7936600001146,-86.1017180001254 38.7964370004984,-86.1017710007272 38.7975769998838,-86.1018519991214 38.7988889998331,-86.101873999761 38.7995469996746,-86.101954000127 38.8014890000565,-86.1020489996632 38.8040899995963,-86.1020960004172 38.8052350001489,-86.1021839993824 38.8079029998774,-86.1022420000071 38.8095480001454,-86.1022970002587 38.8110259999096,-86.1023219994747 38.8119370000904,-86.1023390000915 38.8125630001141,-86.102474000709 38.8155599995469,-86.1025730004432 38.8183549999729,-86.1025749991947 38.8186930001163,-86.1024560002673 38.8194940005773,-86.1024479998714 38.8195479999146))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 53, ""NN"": 1, ""AADT"": 2296, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S135"", ""CTFIPS"": 71, ""FCLASS"": 4, ""SIGNN1"": ""135"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""93600001350000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 127, ""ENDPOINT"": 3.7750001, ""FUT_AADT"": 2709, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376791, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 112, ""BEGINPOINT"": 1.77600002, ""THROUGH_LA"": 2, ""Shape__Length"": 0.028996324059865783}"
54,S 66,S 66,S,66,97400000660000001,1,18,IN,18147,4,3702,196,2,"MULTILINESTRING((-87.0346910002703 37.9092239997815,-87.0339959997861 37.9095499998435,-87.0320459998494 37.9105639998465,-87.0302950001044 37.9115019995455,-87.0285970000627 37.9124759997942,-87.0274150004052 37.9131789995912,-87.025762999496 37.9141579995557,-87.0246519999835 37.9147930001902,-87.0236770000151 37.9154469997776,-87.0226839996051 37.9162039996175,-87.0218809991659 37.9168619992281,-87.0212219995651 37.9174079998494,-87.0206979996834 37.9177770000768,-87.0201110000526 37.9181379996775,-87.0196680003618 37.9183719998228,-87.0187380005993 37.9188139997983,-87.0179170006167 37.9191749999786,-87.016209999456 37.9199190001634,-87.013825999151 37.9209509999608,-87.0122819999935 37.921612999885,-87.0113329999644 37.9219880002832,-87.0105570001877 37.9222449995898,-87.0093560002636 37.9226369995929,-87.0053550001078 37.9239029997785))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 54, ""NN"": 1, ""AADT"": 3702, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S66"", ""CTFIPS"": 147, ""FCLASS"": 4, ""SIGNN1"": ""66"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""97400000660000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 196, ""ENDPOINT"": 15.93400002, ""FUT_AADT"": 4368, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376792, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 482, ""BEGINPOINT"": 14.02499962, ""THROUGH_LA"": 2, ""Shape__Length"": 0.03299643110173075}"
55,S 62,S 62,S,62,97400000620000001,1,18,IN,18147,5,1622,27,2,"MULTILINESTRING((-87.033707999906 38.102899999863,-87.0336650002483 38.1030210005582,-87.0333790000181 38.1038929999759,-87.033046999757 38.1049130002741,-87.0329689999392 38.1051349996787,-87.0328530004866 38.1054679999947,-87.0327249995418 38.1057920004692,-87.0326109997389 38.1060899999032,-87.0323759995623 38.1067299994178,-87.0320930006034 38.1074420002416,-87.0316939994969 38.108504999282,-87.0312809999433 38.1095639999053,-87.0304950001209 38.1116329998,-87.0300719996233 38.1127459999779,-87.0296649999175 38.1137870002751))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 55, ""NN"": 1, ""AADT"": 1622, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S62"", ""CTFIPS"": 147, ""FCLASS"": 5, ""SIGNN1"": ""62"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""97400000620000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 27, ""ENDPOINT"": 6.5, ""FUT_AADT"": 1654, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376793, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 216, ""BEGINPOINT"": 5.71799994, ""THROUGH_LA"": 2, ""Shape__Length"": 0.01161588299815292}"
56,U 64,U 64,U,64,91900000640000001,1,18,IN,18037,4,5466,335,2,"MULTILINESTRING((-87.0356270007789 38.2982009996043,-87.0309749996216 38.2981730000537,-87.0264680000259 38.2981540004532,-87.0234090002266 38.2981370002127,-87.0227370002069 38.2981460001746,-87.0207860004453 38.2981370002127,-87.0189519999612 38.2981330000725,-87.0171090001547 38.2981379998952,-87.0122659992016 38.2982040000591,-87.010546000317 38.2982199998975,-87.0072140007062 38.2982779997229,-87.006779000513 38.2982830002405,-87.0028030004717 38.2983549997597))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 56, ""NN"": 1, ""AADT"": 5466, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U64"", ""CTFIPS"": 37, ""FCLASS"": 4, ""SIGNN1"": ""64"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""91900000640000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 335, ""ENDPOINT"": 3.85599995, ""FUT_AADT"": 6450, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376794, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 215, ""BEGINPOINT"": 2.07299995, ""THROUGH_LA"": 2, ""Shape__Length"": 0.032825973490086105}"
57,S 57,S 57,S,57,92800000570000001,1,18,IN,18055,5,1507,253,2,"MULTILINESTRING((-87.044979999904 38.9099339998762,-87.0444550001975 38.9099259997074,-87.0402460005276 38.9097750001105,-87.0381639994481 38.9097169996105,-87.0373519996864 38.909708000529,-87.0369559998513 38.9097169996105,-87.0364800005485 38.9097670006228,-87.0357370003838 38.90994100046,-87.0353599999169 38.9100419996194,-87.0349239998988 38.9102090003228,-87.0345360004596 38.9103799996439,-87.0340090002049 38.9106640001201,-87.0337920004699 38.9108080001243,-87.0331580000851 38.911327000395,-87.031083000475 38.913083999913,-87.0291549993812 38.9146930002956,-87.0283379995967 38.9153919997255,-87.0276420001859 38.9159599999716,-87.0272580000463 38.9162439997878,-87.0267999993886 38.9165009996164,-87.0262260001766 38.9167619999612,-87.025621999929 38.9169649998763,-87.0248350002816 38.9172579993875,-87.0239130000167 38.9176549998222,-87.0234190002723 38.9179069999775,-87.0214310007008 38.9190569997652,-87.0212059996716 38.9191869994742,-87.0204310006181 38.9196609997079,-87.0202109996117 38.9198230001234,-87.0200640001969 38.9199539999689,-87.0199419999982 38.9200659997037,-87.0198320003934 38.9202059996478,-87.0197040003468 38.9203680002169,-87.0195879999959 38.9205800001008))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 57, ""NN"": 1, ""AADT"": 1507, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S57"", ""CTFIPS"": 55, ""FCLASS"": 5, ""SIGNN1"": ""57"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""92800000570000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 253, ""ENDPOINT"": 2.57399988, ""FUT_AADT"": 1537, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376795, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 461, ""BEGINPOINT"": 0.92000002, ""THROUGH_LA"": 2, ""Shape__Length"": 0.02882836419252894}"
58,S 46,S 46,S,46,91100000460000001,1,18,IN,18021,4,3322,53,2,"MULTILINESTRING((-87.0730649999137 39.3860910003135,-87.0667179999861 39.386112000705,-87.0581929996179 39.3860910003135,-87.054236999668 39.3860699999158,-87.040259999873 39.386049000206,-87.0307319999474 39.3860199994062,-87.0295310000232 39.3860379997604,-87.0285560000548 39.3860070000731,-87.0277119996077 39.385934999985,-87.0269609999454 39.3858320000576,-87.0260579999471 39.3856450006907,-87.0215780001155 39.3843780005627,-87.0190080000377 39.3836660003279,-87.0177889996719 39.38330100043,-87.0167760000687 39.3830719993255,-87.015708000214 39.3830339995031,-87.0150849996998 39.3830409997095))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 58, ""NN"": 1, ""AADT"": 3322, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S46"", ""CTFIPS"": 21, ""FCLASS"": 4, ""SIGNN1"": ""46"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""91100000460000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 53, ""ENDPOINT"": 12.05799961, ""FUT_AADT"": 3920, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376796, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 113, ""BEGINPOINT"": 8.92199993, ""THROUGH_LA"": 2, ""Shape__Length"": 0.05836232836479929}"
59,S 54,S 54,S,54,92800000540000001,1,18,IN,18055,4,5897,184,2,"MULTILINESTRING((-87.0486660004155 39.0345969994418,-87.0484739998966 39.0345880001648,-87.0473870006735 39.0345890000845,-87.0342500002293 39.0345979993614,-87.0301319998977 39.0345940003807,-87.0242250001862 39.0346050001938,-87.022267000752 39.0346189997631,-87.0219830001715 39.0346100004888,-87.0216529995603 39.03459600022,-87.0213589998324 39.0345649999138,-87.0210750001503 39.0345150004043,-87.0207949997678 39.0344609997777,-87.0205620001393 39.0344069998077,-87.0203279997876 39.0343349997835,-87.0201079996796 39.0342680000052,-87.0198230001725 39.0341550000998,-87.0163580004923 39.0326799998609,-87.0157540002447 39.0324580001731,-87.0153879996485 39.0323349992537,-87.0149290000642 39.032206999749,-87.0145509997724 39.0321139998325,-87.0140629998758 39.0320160000133,-87.0130929999303 39.0318470002478,-87.0124380005274 39.0317060003737,-87.0117790000282 39.0316459999263,-87.0115499996994 39.0316240000751))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 59, ""NN"": 1, ""AADT"": 5897, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S54"", ""CTFIPS"": 55, ""FCLASS"": 4, ""SIGNN1"": ""54"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""92800000540000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 184, ""ENDPOINT"": 14.35700035, ""FUT_AADT"": 6958, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376797, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 757, ""BEGINPOINT"": 12.32199955, ""THROUGH_LA"": 2, ""Shape__Length"": 0.03760886298426623}"
60,S 56,S 56,S,56,91900000560000001,1,18,IN,18037,5,7441,310,2,"MULTILINESTRING((-87.0448259999182 38.4326029998859,-87.0443509995421 38.4323559999827,-87.0401490004432 38.4303160004526,-87.0389849994307 38.4297219997979,-87.0372070008197 38.4288569996017,-87.0355260004966 38.4280100003363,-87.0340819999998 38.4272989998687,-87.0311620001177 38.4258939995747,-87.0292979994964 38.4249799999651,-87.0274449996441 38.4240649999927,-87.0260450004266 38.4233629999895,-87.0242019997217 38.422447999942,-87.0238360000238 38.4222770003598,-87.0226290002519 38.4216689998959,-87.0216430004129 38.4212010001417,-87.0208299999279 38.420853999795,-87.0199789998081 38.4205519997024,-87.0190289999541 38.4202999995631,-87.0182880003375 38.4201330002655,-87.0174369993194 38.4199849999122,-87.0167929997872 38.4199059994044,-87.0153260006226 38.4197870005345,-87.0133869996582 38.4197009996973,-87.011168000108 38.4195749996608,-87.0101659994771 38.4194310000538,-87.0095420000364 38.4193049995463,-87.0089490005578 38.4191340002656,-87.0077319998418 38.4186789998665,-87.0069330004988 38.4183269993953,-87.0061350000825 38.4179940005819,-87.0056340006654 38.4177639996071,-87.004985000212 38.4174850005477,-87.0043280002609 38.4171969997527,-87.0038329997933 38.4169259997452,-87.0030679998872 38.4165290004103))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 60, ""NN"": 1, ""AADT"": 7441, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S56"", ""CTFIPS"": 37, ""FCLASS"": 5, ""SIGNN1"": ""56"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""91900000560000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 310, ""ENDPOINT"": 4.17999983, ""FUT_AADT"": 13691, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376798, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 186, ""BEGINPOINT"": 1.62, ""THROUGH_LA"": 2, ""Shape__Length"": 0.045217741020918564}"
61,S 67,S 67,S,67,92800000670000001,1,18,IN,18055,4,2873,93,2,"MULTILINESTRING((-87.0538580004497 39.0382120001312,-87.0537820002817 39.0382399999311,-87.0534910000285 39.0382979999298,-87.0533540006595 39.0383259996957,-87.0520940002858 39.0385829998934,-87.0512199997015 39.0387640000202,-87.0506089997812 39.0388899997923,-87.0502110002962 39.0389709994772,-87.0499359999366 39.0390530003214,-87.0495880006804 39.0391560001237,-87.0493370006102 39.0392560002149,-87.0490560004028 39.0393859999126,-87.0487749992971 39.0395309992126,-87.0485299999731 39.0396620003455,-87.0482800006261 39.0398329999514,-87.0479989995204 39.0400360003948,-87.0478150002957 39.0401979998352,-87.0447300005571 39.043568999415,-87.0439350005138 39.0444299998248,-87.0431350004476 39.0453139997559,-87.0411610002215 39.0473280004341,-87.0392720003842 39.0493699997722,-87.037658999833 39.0511499999793,-87.0369009995997 39.0520250003754,-87.0361859999223 39.0528680000874,-87.0347189998594 39.054457999905,-87.0332760000859 39.0560220004098,-87.0326710000134 39.0566980001324,-87.0308129992399 39.0587130001331,-87.0291929999144 39.0604750002868,-87.0274689999335 39.0623539995412,-87.0252549995079 39.064738000046,-87.0237630002289 39.0663789998841,-87.0234150000743 39.0667569993066,-87.0217699997362 39.0685369999327,-87.0204800001235 39.0699480000752,-87.0202790002821 39.0701679995885,-87.0187310000283 39.0718630000895,-87.0180640000315 39.0726020002945,-87.0178499997713 39.0728089996128,-87.0175500001956 39.0731739999436,-87.0170309994385 39.0737330004151,-87.0158749997202 39.0749950002973,-87.015115999662 39.0758099995863,-87.0143030000753 39.0766849998237,-87.0132569999619 39.0778610002734,-87.0126660001331 39.0785179994748))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 61, ""NN"": 1, ""AADT"": 2873, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S67"", ""CTFIPS"": 55, ""FCLASS"": 4, ""SIGNN1"": ""67"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""92800000670000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 93, ""ENDPOINT"": 15.10900021, ""FUT_AADT"": 3390, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376799, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 400, ""BEGINPOINT"": 11.5010004, ""THROUGH_LA"": 2, ""Shape__Length"": 0.05844797598433628}"
62,S 67,S 67,S,67,94200000670000001,1,18,IN,18083,4,2741,169,2,"MULTILINESTRING((-87.2630279996481 38.796071000182,-87.2629649998989 38.7961049998774,-87.258716000046 38.7983689998867,-87.257886000741 38.7988029992368,-87.2573200001282 38.7991199995534,-87.2569100000494 38.799386000595,-87.2563359999391 38.7998160004211,-87.2559069995936 38.8001820004074,-87.2553149999399 38.8007639998657,-87.2548509994345 38.8013370006682,-87.254577999623 38.8017030005433,-87.2543970007713 38.8020459998064,-87.2532749995916 38.8037569992478,-87.2529609997722 38.8042580004428,-87.2527349998164 38.8046900003006,-87.2525879995033 38.8050869996866,-87.2524590005302 38.8056139999737,-87.2524080004766 38.8061010000876,-87.2523660006438 38.80670299993,-87.2523230000877 38.8075919999752))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 62, ""NN"": 1, ""AADT"": 2741, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S67"", ""CTFIPS"": 83, ""FCLASS"": 4, ""SIGNN1"": ""67"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""94200000670000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 169, ""ENDPOINT"": 14.93500042, ""FUT_AADT"": 3234, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376800, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 165, ""BEGINPOINT"": 13.89799976, ""THROUGH_LA"": 2, ""Shape__Length"": 0.016727165364263368}"
