edge_id,route_id,source,target,geom,length_m,kind,route_name,route_ref,sign_type,sign_num,state,fclass,aadt,aadt_com,through_lanes
258,323155,199332,199327,"LINESTRING(-96.6486770001476 43.3400719997967,-96.6486849996452 43.3411239993634,-96.6486920002162 43.3415199998389)",160.87736750988296,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
259,323157,199308,199314,"LINESTRING(-96.648737000422 43.3458639998491,-96.6487290000261 43.3473120002406)",160.8734155452261,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
260,323173,199408,199395,"LINESTRING(-96.648517000314 43.3719430001458,-96.6485250007099 43.3726829999417,-96.6485299998345 43.373382999627)",159.9875551366225,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
261,323179,199403,199411,"LINESTRING(-96.6485199997887 43.3777250004834,-96.6485149997659 43.3791749998671)",161.0956052619951,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
262,323182,196515,196516,"LINESTRING(-96.727494000095 43.4262150001308,-96.7274990001179 43.4269860004398,-96.7275089992653 43.4295780001587,-96.7275319997298 43.4316489997193,-96.7275240002322 43.4326350003471,-96.727526999707 43.4342379999766,-96.7275289993568 43.4352450000985,-96.72753000008 43.4358210004648,-96.7275569998442 43.4395200004097,-96.7275400001258 43.4410289999084,-96.7275369997527 43.44171999978,-96.7275390003008 43.4431659998797,-96.7275430004988 43.4461229999448,-96.7275400001258 43.4489210004579,-96.7275350001029 43.4505710000456,-96.72753000008 43.4533860002804,-96.7275230004073 43.4555009996045,-96.7275119996384 43.4576800001403,-96.7275079994404 43.4586409997437,-96.7274999999428 43.4606510000306,-96.7274969995697 43.461736000159,-96.727490999722 43.4638849996199,-96.7274830002244 43.4664510002385,-96.7274830002244 43.4689429999715,-96.7274879993489 43.4705810001153,-96.7274919995469 43.4718370004858,-96.7274919995469 43.4726829999597)",5162.695205047654,truck_route,Minnesota Ave,S 115,S,115,SD,3,7203,79,2
263,323183,199303,199302,"LINESTRING(-96.6487530003156 43.4501140003211,-96.6487580003384 43.4514059994912,-96.6487590001634 43.4515609997129)",160.76459978280275,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
264,323207,199368,199366,"LINESTRING(-96.6485700000175 43.4066980001457,-96.6485769996901 43.4081429999531)",160.5414597716433,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
265,323224,199321,199317,"LINESTRING(-96.6487160005056 43.4314510000978,-96.6487209996302 43.4319880000581,-96.64872299928 43.4327429999465)",143.54421052588998,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
266,323233,199312,199309,"LINESTRING(-96.6487320003992 43.4428760003804,-96.648734000049 43.4443239992836)",160.87476337008718,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
267,323236,199304,199303,"LINESTRING(-96.6487469995695 43.4486660004485,-96.6487490001176 43.4493409997027,-96.6487530003156 43.4501140003211)",160.87573836742408,truck_route,S 11,S 11,S,11,SD,4,2489,67,2
268,323244,199292,199293,"LINESTRING(-96.6488119998668 43.4618559998698,-96.64881300059 43.4624990001144,-96.6488110000419 43.4631420006924)",142.87717439969987,truck_route,S 11,S 11,S,11,SD,4,3832,42,2
269,323250,199283,199282,"LINESTRING(-96.6488449994788 43.4747140000507,-96.648846000202 43.4749580004789)",27.10905480703165,truck_route,S 11,S 11,S,11,SD,4,3832,42,2
270,323252,199289,199288,"LINESTRING(-96.6488239995624 43.467484999943,-96.6488250002856 43.4678520000977,-96.6488260001105 43.4684339996257,-96.6488260001105 43.468933000362)",160.87567640424913,truck_route,S 11,S 11,S,11,SD,4,3832,42,2
271,323256,199275,199272,"LINESTRING(-96.6492080006002 43.4974400002928,-96.6492570001057 43.4977809999467,-96.649391 43.4983639994976,-96.6495219995213 43.4988119997685)",154.65480958994033,truck_route,Powder House Rd,S 11,S,11,SD,3,6848,34,2
272,323260,202305,202774,"LINESTRING(-96.5494159999287 43.3010139997811,-96.5420450005273 43.300983000507,-96.5400940007657 43.3009729999574,-96.5394300002436 43.3009709994551,-96.5392929999763 43.300974999806,-96.5389459996467 43.3009879998005,-96.5386410000481 43.3010190003796,-96.5381460004788 43.3010859994683,-96.5377079999126 43.3011719999273,-96.5373709996287 43.3012659996208,-96.5370819999237 43.3013469999078,-96.5366990005074 43.3014799996607,-96.5362709999869 43.3016550000622,-96.5359620001904 43.3018079993169,-96.5356180002338 43.3019990005637,-96.5353239996076 43.3021829995919,-96.5348819997417 43.3025159998533,-96.5347290004792 43.3026449994231,-96.5345820001661 43.3027930003104,-96.5344130001117 43.3029609999799,-96.5342840002402 43.3031009996767,-96.5341989998514 43.3032040002797,-96.5340979995691 43.3033430005122,-96.5340189999264 43.3034469996083,-96.533592999954 43.3041050005141,-96.5334580002348 43.3043239993859,-96.5333560001276 43.3044850000085,-96.5332380001268 43.3046549993058,-96.5331109999052 43.3048129997954,-96.5329540004446 43.3049909996564,-96.5327630006489 43.3051919999122,-96.5326050004652 43.3053490001343,-96.5324759996955 43.3054680004197,-96.5321370006601 43.3057230006204,-96.5317390002768 43.3059809996042,-96.5312659995505 43.3062440002764,-96.5308639998675 43.3064219998695,-96.5305570006192 43.3065440004941,-96.5302570001452 43.306643999366,-96.5299449999757 43.3067399994095,-96.5294150002463 43.3068670001671,-96.5271349996984 43.3074439994541)",2105.040463949668,truck_route,U 18,U 18,U,18,SD,3,2011,288,2
273,323271,202791,202828,"LINESTRING(-96.5262190001796 43.511792000403,-96.5258929997663 43.5116320000467,-96.5245679999936 43.5109849999157)",160.8160273849552,truck_route,S 42,S 42,S,42,SD,4,5010,286,2
274,323275,203257,203341,"LINESTRING(-96.5121729998893 43.5038790005693,-96.5121610001937 43.503868000061,-96.5108859997514 43.5027519993839)",162.82364093478174,truck_route,S 42,S 42,S,42,SD,4,5010,286,2
275,323283,196422,196462,"LINESTRING(-96.7312800001656 43.5459999998834,-96.7297600003992 43.5459999998834)",122.8391638059757,truck_route,E 10th St,S 42,S,42,SD,3,10240,174,3
276,323286,197256,197261,"LINESTRING(-96.7104220005156 43.7770400004342,-96.7103730001118 43.7776009999207,-96.7102840004233 43.7784879997305)",161.26897420617422,truck_route,S 115,S 115,S,115,SD,4,4356,91,2
277,323289,196392,196454,"LINESTRING(-96.7320259998051 43.9788780000686,-96.7305200002824 43.9788600003913,-96.7300160004922 43.9788540002822)",161.29365277794608,truck_route,S 34,S 34,S,34,SD,4,2150,376,2
278,323300,189705,189724,"LINESTRING(-96.9909949997041 43.5434379996831,-96.990418000119 43.5434349998538)",46.63353375333737,truck_route,S 42,S 42,S,42,SD,4,3473,149,2
279,323311,190594,190741,"LINESTRING(-96.9625740001338 43.5433149994,-96.9605840000141 43.5433080002181)",160.83138786076987,truck_route,S 42,S 42,S,42,SD,4,3473,149,2
280,323313,191230,191274,"LINESTRING(-96.944676000549 43.5433910006051,-96.942688999904 43.5434260003653)",160.63391029872236,truck_route,S 42,S 42,S,42,SD,4,4314,147,2
281,323322,191402,191446,"LINESTRING(-96.936726000116 43.543467000412,-96.9347379996462 43.5434700002397)",160.66782724569623,truck_route,S 42,S 42,S,42,SD,4,4314,147,2
282,323325,191354,191402,"LINESTRING(-96.9387139996876 43.5434650000928,-96.936726000116 43.543467000412)",160.66756930798067,truck_route,S 42,S 42,S,42,SD,4,4314,147,2
283,323328,191592,191646,"LINESTRING(-96.9307619996048 43.5434739995755,-96.9303610006451 43.543474999735,-96.9287740000333 43.5434770000539)",160.66777289506666,truck_route,S 42,S 42,S,42,SD,4,4314,147,2
284,323341,192213,192256,"LINESTRING(-96.9069099995545 43.5435460005981,-96.9049229998079 43.5435699998347)",160.60850195307228,truck_route,S 42,S 42,S,42,SD,4,4314,147,2
285,323346,192832,192874,"LINESTRING(-96.8787370005797 43.5437350002689,-96.8775080001681 43.5437239998633,-96.8771469995948 43.5437159999222,-96.8767559997825 43.5437049995132)",160.14578227179402,truck_route,S 42,S 42,S,42,SD,4,5661,170,2
286,323358,192874,192921,"LINESTRING(-96.8767559997825 43.5437049995132,-96.8752329996431 43.5436650004358,-96.8747749998837 43.543660000305)",160.18551408347383,truck_route,S 42,S 42,S,42,SD,4,5661,170,2
287,323376,194476,194593,"LINESTRING(-96.8149400001677 43.5438600006523,-96.8086120005067 43.5438770006479)",511.4203922588879,truck_route,W 12th St,S 42,S,42,SD,3,14840,285,4
288,323377,194324,194476,"LINESTRING(-96.8221159995754 43.5438659996172,-96.8204999995496 43.5438499997717,-96.8198650002381 43.5438580003461,-96.8155950004689 43.5438770006479,-96.8149400001677 43.5438600006523)",580.0106091023302,truck_route,W 12th St,S 42,S,42,SD,3,10380,176,4
289,323380,195231,195250,"LINESTRING(-96.7801090000223 43.5444050002332,-96.7801370005098 43.545878999858,-96.7802260001982 43.5477930004424,-96.7802870002976 43.5494199996483,-96.7802849997494 43.5503600000328,-96.7802670002061 43.551212000662,-96.7802019999088 43.5523220002363,-96.7801349999616 43.5532269997226,-96.7800849997329 43.5537309997005,-96.7800589997936 43.5539940002229,-96.7800069999151 43.554580000274,-96.7799340001202 43.5552719999913,-96.7798460002566 43.5559050004089,-96.7795170003686 43.5579439994692,-96.7793990003679 43.558511999838,-96.779354000162 43.5587299999995,-96.7793130001541 43.5589250003028,-96.7792150002448 43.5593889997858)",1669.5871569410883,truck_route,I 29,I 29,I,29,SD,1,54448,4301,4
290,323384,196061,196050,"LINESTRING(-96.7467640002065 43.5485709999554,-96.7468050002144 43.5498640002882,-96.7468279997806 43.5511349995191)",284.9196470315545,truck_route,W AVE,,,,SD,4,5340,0,4
291,323387,195221,195223,"LINESTRING(-96.780308000214 43.5272890000782,-96.780304000016 43.5302539996731)",329.420642746219,truck_route,I 29,I 29,I,29,SD,1,56982,4388,4
292,323390,195169,195196,"LINESTRING(-96.7824610005403 43.5438110002933,-96.7814890000466 43.5438219993807)",78.56480452988224,truck_route,W 12th St,S 42,S,42,SD,3,14175,241,4
293,323393,195225,195257,"LINESTRING(-96.7802780000767 43.5438200003755,-96.7800989999766 43.5438219993807,-96.7788639997172 43.5438210005292)",114.27867674626566,truck_route,10-ST,S 42,S,42,SD,3,14175,241,3
294,323424,196050,196042,"LINESTRING(-96.7468279997806 43.5511349995191,-96.7467430002901 43.5513440000671,-96.7468019998414 43.5520959995475,-96.7469260005882 43.5531659998333,-96.7469009995756 43.5544709996205,-96.7469519996292 43.5584329997371)",812.4191335025279,truck_route,W AVE,,,,SD,4,2100,40,2
295,323433,195438,195511,"LINESTRING(-96.7708699998017 43.6018300001141,-96.770867000327 43.6019429996441,-96.7708399996645 43.6028800000048,-96.7708190006464 43.6037709997752,-96.7707970000068 43.604174000198,-96.7707459999531 43.6050150005102,-96.7706849998538 43.6057639999896,-96.7706570002647 43.6061010003018,-96.7705939996172 43.6066559997371,-96.7704090005676 43.6088330003923,-96.7703810000802 43.6091599999754,-96.7703459999201 43.6095319998577,-96.7702700006504 43.6103100001049,-96.7701240001622 43.612061999958,-96.770089999827 43.6124400000441,-96.7700710004588 43.6126299998337,-96.7700659995376 43.612676000521,-96.7700599996898 43.6127399996087)",1214.118679141044,truck_route,I 29,I 29,I,29,SD,1,35948,2948,4
296,323438,192612,194575,"LINESTRING(-96.8888289996716 43.9787669992783,-96.8796239997862 43.978789999727,-96.8765520004663 43.9788099994635,-96.8723770002333 43.9788319998769,-96.869646000497 43.9788469995077,-96.8690709996634 43.9788499995627,-96.8650589996371 43.978881000122,-96.8600950001069 43.978918000122,-96.8557870007028 43.9789429998992,-96.8498709998721 43.9789760004424,-96.8489459992342 43.9789809998767,-96.8407900007336 43.9790399995043,-96.8349889995307 43.9790740000081,-96.8317380001107 43.9790709999644,-96.8298040000675 43.9790629998472,-96.8291930001472 43.979059999803,-96.8273310000741 43.9790490002859,-96.8245270005429 43.979059999803,-96.8238220000129 43.9790530003456,-96.822936999558 43.9790500003009,-96.8179660003551 43.9790500003009,-96.8170219994505 43.9790639998619,-96.8158549998616 43.9790920002669,-96.8155710001794 43.9790960003237,-96.8140710005046 43.9791099998738,-96.8126010000686 43.9791199993659,-96.811166000691 43.9791419996644,-96.8096640004679 43.9791569998633)",6352.055856656414,truck_route,S 34,S 34,S,34,SD,3,3152,397,2
297,323452,195856,195792,"LINESTRING(-96.755672999816 43.8199020004633,-96.7557349997402 43.8198889998244,-96.756293999782 43.8197850004447,-96.7568550003718 43.8196870002028,-96.7574180006116 43.8195969999845,-96.7576179997298 43.8195670000976)",160.86573994561905,truck_route,S 115,S 115,S,115,SD,4,3724,123,2
298,323465,196302,196259,"LINESTRING(-96.7364169999481 43.8236559996154,-96.7367409998132 43.8236409997214,-96.7372760004638 43.8236100005336,-96.7378110002161 43.82357200042,-96.7383450001435 43.8235270000154,-96.7384070000678 43.8235209997861)",160.81428235184828,truck_route,S 115,S 115,S,115,SD,4,3724,123,2
299,323489,198015,199229,"LINESTRING(-96.6907690000895 43.6065659997019,-96.690593999289 43.6065809993919,-96.6904109998892 43.6065979999033,-96.6899899999397 43.6066350001962,-96.6880369996299 43.6068070005561,-96.6865839998107 43.6069339996894,-96.6845369997896 43.6071130000714,-96.6831910001005 43.6072319998961,-96.6824329998672 43.6072990001256,-96.6818959995667 43.6073460000867,-96.67844699978 43.6076500006231,-96.6775620002234 43.6077099995803,-96.6768829996327 43.6077519998554,-96.6763029996746 43.6077810001986,-96.6757939998615 43.6077940001012,-96.6750559997197 43.6078149998879,-96.6740049995833 43.6078269993911,-96.6734690000061 43.6078309996585,-96.6724039996261 43.6078199998979,-96.6715429994606 43.6078149998879,-96.6707389991964 43.607808999485,-96.6701750000301 43.607806000259,-96.6699130000893 43.607805000517,-96.6687470003253 43.6077999998552,-96.6678390003041 43.6077909995735,-96.6670169995983 43.6077810001986,-96.6661039995542 43.6077810001986,-96.6657600004959 43.6077760001853,-96.6653720001584 43.6077709995211,-96.6639129995931 43.6077709995211,-96.6629399992746 43.6077590000068,-96.6622589999324 43.6077499997191,-96.6612739999183 43.6077499997191,-96.6606949997851 43.6077400003373,-96.6599609998411 43.6077400003373,-96.6593680003625 43.6077360000638,-96.6587859998563 43.6077400003373,-96.6582999996095 43.6077410000804,-96.657778000276 43.6077519998554,-96.6570280004385 43.6077899998313,-96.6561019999756 43.6078699999759,-96.6555469992335 43.6079200000123,-96.6546180001943 43.6080400005804,-96.6540630003505 43.6081300003615,-96.6519150000471 43.608474999576,-96.6515660000676 43.6085309994409)",3181.1982232383466,truck_route,I 90,I 90,I,90,SD,1,21862,2011,4
300,323497,196749,196769,"LINESTRING(-96.7233199996869 43.5460899999815,-96.7224309999323 43.5463189994372)",76.21652227750464,truck_route,E 10th St,S 42,S,42,SD,3,10935,186,4
301,323498,196745,196883,"LINESTRING(-96.7233569994968 43.5446970005681,-96.7230729998147 43.5447310000826,-96.7228739996231 43.544765000229,-96.7226660001089 43.5448169995733,-96.7224900003818 43.5448700003112,-96.720690000233 43.545519999478,-96.7196249998529 43.5458810000972,-96.719588000043 43.5458929995774,-96.7189240004193 43.5461339998648,-96.718866000693 43.5461550003305,-96.718786000327 43.5461809994087,-96.7185130005155 43.5462720000009,-96.7181499993941 43.5463699999339,-96.7178990002222 43.546421999847)",482.52749504828836,truck_route,W 12th St,S 42,S,42,SD,3,9835,195,3
302,323500,196497,196544,"LINESTRING(-96.728259999826 43.5446900002444,-96.7268099994815 43.5446799995014)",117.18995770165468,truck_route,W 12th St,S 42,S,42,SD,3,9835,195,3
303,323501,196462,196495,"LINESTRING(-96.7297600003992 43.5459999998834,-96.7282899999632 43.5459999998834)",118.79845533049414,truck_route,E 10th St,S 42,S,42,SD,3,6800,116,3
304,323514,198491,198725,"LINESTRING(-96.6824199994484 43.5466999999987,-96.682249999569 43.5466899995891,-96.6813900001267 43.5465700004058,-96.6804699995117 43.5463699999339,-96.6800200001482 43.5462399996294,-96.6739369998113 43.544286000554,-96.6725319996726 43.543832000266)",862.9352141183128,truck_route,E 10th St,S 42,S,42,SD,3,24675,432,4
305,323515,197895,197933,"LINESTRING(-96.6956509996039 43.5333200000415,-96.6950769994935 43.5337849996509,-96.6949229995078 43.5339270000201,-96.6948059993319 43.5340459999572,-96.6946879993311 43.5341729995655,-96.6945610000078 43.5343220005494,-96.6944349996111 43.534493000141,-96.6943309998541 43.5346520001374,-96.6942389997925 43.5347989999823,-96.6941750002184 43.5349149998993,-96.6941249999897 43.5350150000081,-96.6940539998446 43.5351709996902,-96.6939979997681 43.535321999449,-96.6939369996688 43.5355229997446,-96.693890999638 43.5357139997448,-96.693858000026 43.5358790001888,-96.6938360002847 43.5361009993397,-96.6938279998888 43.5364400001447,-96.6938329999117 43.5366679995162,-96.6938339997366 43.5367390005812,-96.6938389997594 43.5369540005537,-96.6938489998052 43.5374759999562,-96.6938699997216 43.5390030003702,-96.6938889999882 43.5400350002117,-96.6939099999046 43.5409429998584,-96.6939250008715 43.5419770000721,-96.693929999996 43.5427139998876,-96.6939559999353 43.5434060004118,-96.6939659999811 43.5440359993412,-96.6939679996309 43.5442319998068,-96.6939800002248 43.5453329998007,-96.6940010001412 43.5462059996638,-96.6940150003849 43.5466390000143,-96.6940150003849 43.5466770001612,-96.6940150003849 43.5467190000559,-96.6940150003849 43.5467640002361)",1535.1971373295396,truck_route,I 229,I 229,I,229,SD,1,36776,2243,4
306,323526,197252,198015,"LINESTRING(-96.7106300000298 43.6055639995814,-96.7068150005452 43.6055580002548,-96.7063119996816 43.6055570004755,-96.7050039996274 43.6055590000342,-96.7040129997655 43.6055610002434,-96.7031030000945 43.6055810003802,-96.702200999921 43.6056210006338,-96.7014159999235 43.6056600004327,-96.7008650002777 43.6056889998331,-96.7003980002974 43.6057280002384,-96.6973969993261 43.6059850001584,-96.6937009996672 43.6063100000796,-96.6930119999291 43.6063710001393,-96.6909089998315 43.6065550003605,-96.6907690000895 43.6065659997019)",1609.7229725632758,truck_route,I 90,I 90,I,90,SD,1,19494,2417,4
307,323546,197150,197149,"LINESTRING(-96.7113829993419 43.6323130000818,-96.7113849998901 43.6330790004577,-96.7113849998901 43.6337610002815)",160.8803303390585,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
308,323553,197132,197128,"LINESTRING(-96.711393000286 43.6438990001153,-96.7113989992355 43.6452610003986,-96.7113989992355 43.6453479997683)",160.992323203554,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
309,323556,199247,200167,"LINESTRING(-96.6505769998556 43.5438600006523,-96.6498290005663 43.5437600002361,-96.6492800005703 43.543660000305,-96.6488300003085 43.5435600002082,-96.6481199997557 43.5433800001367,-96.6473599998725 43.5431299997247,-96.6464399992574 43.5427699997323,-96.6455299995864 43.5423899999043,-96.6427100001616 43.5411699995869,-96.6415439994992 43.5407150003723,-96.6412100004867 43.5405899999797,-96.6405040001319 43.5403549996338,-96.639000000259 43.5398740002957,-96.6379869997575 43.5395630003409,-96.6356100000236 43.5387899997126,-96.6350300000654 43.5385700005241,-96.6340600001199 43.5381400002661,-96.6336290001247 43.53792100026,-96.6304940001574 43.5361699998598)",1846.5896390296923,truck_route,S 42,S 42,S,42,SD,3,8915,152,2
310,323572,197139,197140,"LINESTRING(-96.711389000088 43.648244000084,-96.711389000088 43.648603000428,-96.711389000088 43.6496920005335)",160.88065508367333,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
311,323581,197544,197582,"LINESTRING(-96.7073819991862 43.6704440002471,-96.707174999497 43.6707140002575,-96.7069710001808 43.6710389998262,-96.7068690000736 43.6712370001123,-96.7067839996847 43.6714160000581,-96.7066580001864 43.6717580000019,-96.7066520003386 43.6717820001186)",160.5780463124595,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
312,323590,197602,197599,"LINESTRING(-96.706516999721 43.6775669996731,-96.706516999721 43.6781429999424,-96.7065180004443 43.6790149998806)",160.88149032997666,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
313,323599,197475,197361,"LINESTRING(-96.7093610003335 43.694657000159,-96.7093909995724 43.6947539998988,-96.7098120004202 43.6960680005401)",160.93204955994096,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
314,323601,197598,197603,"LINESTRING(-96.706520999919 43.680464000059,-96.7065220006422 43.6809379995479,-96.7065159998961 43.6819120005157)",160.88270982061186,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
315,323607,197181,197176,"LINESTRING(-96.7112829997828 43.7017489995056,-96.7112869999808 43.7020599994094,-96.7112910001787 43.703196999846)",160.88407069962253,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
316,323608,197228,197181,"LINESTRING(-96.7111179999264 43.7003069995228,-96.7111709996298 43.7005599996838,-96.7112239993333 43.7008909995043,-96.7112560000187 43.7011909997563,-96.7112790004832 43.7014500002299,-96.7112829997828 43.7017489995056)",160.94644127220968,truck_route,S 115,S 115,S,115,SD,4,5066,91,2
317,323635,197221,197217,"LINESTRING(-96.7111709996298 43.7394109998583,-96.7111749998278 43.7408600002862)",160.9946584499943,truck_route,S 115,S 115,S,115,SD,4,4356,91,2
318,323640,197205,197202,"LINESTRING(-96.7112069996148 43.7481019994357,-96.7112210007569 43.7495509997638)",160.9985201695137,truck_route,S 115,S 115,S,115,SD,4,4356,91,2
319,323673,201638,201673,"LINESTRING(-96.5750789999985 43.5226949999226,-96.57311299927 43.5224869995681)",160.61550723413188,truck_route,S 42,S 42,S,42,SD,4,5010,286,2
320,323683,201982,201988,"LINESTRING(-96.5615919997499 43.5210529997758,-96.5613399998548 43.5210130000025)",20.852894934075447,truck_route,S 42,S 42,S,42,SD,4,5010,286,2
321,323702,201693,201692,"LINESTRING(-96.5722269998884 43.5890129998785,-96.5722359992109 43.5894189997452)",45.11415455224295,truck_route,S 11,S 11,S,11,SD,3,9387,197,2
322,323710,201703,201704,"LINESTRING(-96.5721399998498 43.6106900001841,-96.5721089998876 43.6118710000003,-96.5721030000398 43.6121300003311)",160.01866165354835,truck_route,S 11,S 11,S,11,SD,4,6798,150,2
323,323735,201736,201734,"LINESTRING(-96.5717440000146 43.6388929994595,-96.5717430001897 43.6395320002449,-96.5717450007378 43.6403399998834)",160.76947377989154,truck_route,S 11,S 11,S,11,SD,4,3790,231,2
324,323736,201721,201722,"LINESTRING(-96.5717509996873 43.6446729998977,-96.5717530002355 43.6455829993638,-96.5717509996873 43.6461070001554)",159.32541077689012,truck_route,S 11,S 11,S,11,SD,4,3790,231,2
325,323748,201737,201735,"LINESTRING(-96.5717440000146 43.6485130001268,-96.5717450007378 43.6489340003032)",46.775456579094765,truck_route,S 11,S 11,S,11,SD,4,3790,231,2
326,323749,201739,201740,"LINESTRING(-96.5717410005399 43.6518770002232,-96.5717389999918 43.6531860006941)",145.43718877628714,truck_route,S 11,S 11,S,11,SD,4,3790,231,2
327,323750,201732,201738,"LINESTRING(-96.5717460005628 43.651376999544,-96.5717420003648 43.6517479998485)",41.22141565059806,truck_route,S 11,S 11,S,11,SD,4,3790,231,2
328,323759,201759,201761,"LINESTRING(-96.5714619999823 43.6661699999841,-96.571404000256 43.6676140001429)",160.50488878540546,truck_route,S 11,S 11,S,11,SD,4,3790,231,2
329,323774,201772,201768,"LINESTRING(-96.5712770000344 43.6850220002155,-96.5712910002781 43.6864750004073)",161.44114269986866,truck_route,S 11,S 11,S,11,SD,4,3790,231,2
330,323775,201768,201766,"LINESTRING(-96.5712910002781 43.6864750004073,-96.5713039997986 43.6879290001903)",161.5516981132161,truck_route,S 11,S 11,S,11,SD,4,3790,231,2
331,323786,202237,202271,"LINESTRING(-96.5526969994859 43.702893000106,-96.5512570000854 43.702884999887,-96.5507180001352 43.7028760002075)",159.5328587194598,truck_route,S 11,S 11,S,11,SD,4,3264,238,2
332,323792,201980,201981,"LINESTRING(-96.5617000006033 43.7029520006333,-96.5616190004124 43.7029520006333)",6.529042254142494,truck_route,S 11,S 11,S,11,SD,4,3264,238,2
333,323794,202032,202124,"LINESTRING(-96.5586800002637 43.7029300002123,-96.5566939994437 43.7029199997821)",160.08606010201416,truck_route,S 11,S 11,S,11,SD,4,3264,238,2
334,323799,202271,202318,"LINESTRING(-96.5507180001352 43.7028760002075,-96.5487229999926 43.7028419997466)",160.8521397504456,truck_route,S 11,S 11,S,11,SD,4,3264,238,2
335,323831,203300,203298,"LINESTRING(-96.511454000014 43.7128809995926,-96.5114609996866 43.7134879995343)",67.44408528911217,truck_route,S 11,S 11,S,11,SD,4,3264,238,2
336,323840,203315,203316,"LINESTRING(-96.5112599998452 43.7275450003612,-96.5112590000203 43.7275939997829,-96.5112520003476 43.7279360007641)",43.44763444878453,truck_route,S 11,S 11,S,11,SD,4,2150,245,2
337,323847,203331,203330,"LINESTRING(-96.5110730002474 43.7409600002624,-96.5110740000724 43.7420659999836,-96.5110749998973 43.7424079994478)",160.88324624960813,truck_route,S 11,S 11,S,11,SD,4,2150,245,2
338,323860,203303,203290,"LINESTRING(-96.5114439999682 43.753972999908,-96.5116389999619 43.755413000624)",160.7637131090214,truck_route,S 11,S 11,S,11,SD,4,2150,245,2
339,323863,203280,203279,"LINESTRING(-96.5119369998877 43.7684419996139,-96.5119399993625 43.76989099981)",160.9953123350443,truck_route,S 11,S 11,S,11,SD,4,2150,245,2
340,323875,197385,197397,"LINESTRING(-96.7097730000622 43.7943839997022,-96.7097619992932 43.7958300000396)",160.66499524206597,truck_route,S 115,S 115,S,115,SD,4,4097,143,2
341,323881,197340,197348,"LINESTRING(-96.7098570006261 43.7842619995163,-96.7098409998343 43.7852900002318,-96.7098389992861 43.7857090002872)",160.78096664881915,truck_route,S 115,S 115,S,115,SD,4,4356,91,2
342,323882,197365,197371,"LINESTRING(-96.7098059996742 43.7900389998529,-96.7097949998035 43.7914900005531)",161.22044533092915,truck_route,S 115,S 115,S,115,SD,4,4097,143,2
343,323884,197356,197365,"LINESTRING(-96.7098170004431 43.7891609999019,-96.7098080002223 43.7898809996833,-96.7098059996742 43.7900389998529)",97.55695526719158,truck_route,S 115,S 115,S,115,SD,4,4097,143,2
344,323886,197371,197377,"LINESTRING(-96.7097949998035 43.7914900005531,-96.7097880001308 43.7923860003606,-96.7097839999329 43.7929389999415)",160.99813085018042,truck_route,S 115,S 115,S,115,SD,4,4097,143,2
345,323888,197418,197421,"LINESTRING(-96.7097190005338 43.8016139996531,-96.7097079997649 43.8030599994337)",160.66513683943722,truck_route,S 115,S 115,S,115,SD,4,4097,143,2
346,323890,197397,197404,"LINESTRING(-96.7097619992932 43.7958300000396,-96.7097510003209 43.7972760004005)",160.66503774818364,truck_route,S 115,S 115,S,115,SD,4,4097,143,2
347,323906,196823,196809,"LINESTRING(-96.7203739998655 43.8234569998947,-96.7207229998449 43.8234650002089,-96.7209569992983 43.8234700004048)",46.92085476928294,truck_route,S 115,S 115,S,115,SD,4,3794,133,2
348,323912,196988,196946,"LINESTRING(-96.7152939999843 43.8191250002334,-96.7154670002367 43.8192839996669,-96.7157340002004 43.8195290000033,-96.7157619997894 43.8195549994905)",60.82888730870911,truck_route,S 115,S 115,S,115,SD,4,3794,133,2
349,323938,197741,197796,"LINESTRING(-96.7018819991805 43.9786050003906,-96.699872000766 43.9785919994512)",161.2787287669444,truck_route,S 34,S 34,S,34,SD,4,2150,376,2
350,323944,197939,197963,"LINESTRING(-96.6938440006807 43.9785510004477,-96.6930810004244 43.9785460003308)",61.221911665039826,truck_route,S 34,S 34,S,34,SD,4,2150,376,2
351,323962,199649,199866,"LINESTRING(-96.6403169996358 44.0070109998008,-96.6401120004947 44.0070929998177,-96.6399149999529 44.0071670001611,-96.6397149999364 44.0072300003021,-96.6394670002393 44.0073050000135,-96.639213999621 44.007366000286,-96.6389739994215 44.0074220002268,-96.6387480003639 44.007473999386,-96.6385219995098 44.0075110003008,-96.6384489997149 44.0075220003587)",160.878838978223,truck_route,S 34,S 34,S,34,SD,4,2150,376,2
