site_id,kind,name,state,truck_spaces,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props,last_seen_at,last_seen_src,liveness,live_state,live_presence,live_sources,live_corrob,live_reasons
1,public_rest_area,Grand Bay Welcome Center,AL,90,POINT(-88.3930319998784 30.4772380003315),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""AL"", ""county"": ""Mobile"", ""OBJECTID"": 1, ""latitude"": 30.477238, ""longitude"": -88.393032, ""mile_post"": ""0.485"", ""municipality"": ""Grand Bay"", ""state_number"": ""01"", ""highway_route"": ""I-10 EB"", ""nhs_rest_stop"": ""Grand Bay Welcome Center"", ""number_of_spots"": 90}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
10,public_rest_area,Butler County Rest Area (SB),AL,11,POINT(-86.6075699996155 31.8864509996886),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""AL"", ""county"": ""Butler"", ""OBJECTID"": 10, ""latitude"": 31.886451, ""longitude"": -86.60757, ""mile_post"": ""133.234"", ""municipality"": ""Greenville"", ""state_number"": ""01"", ""highway_route"": ""I-65 SB"", ""nhs_rest_stop"": ""Butler County Rest Area (SB)"", ""number_of_spots"": 11}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
100,public_rest_area,Clyde V. Kane Southbound,CA,23,POINT(-116.47023000022 35.0344329998773),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""CA"", ""county"": ""San Bernardino"", ""OBJECTID"": 100, ""latitude"": 35.034433, ""longitude"": -116.47023, ""mile_post"": ""PM 107.4"", ""municipality"": ""Camp Irwin"", ""state_number"": ""06"", ""highway_route"": ""I-15 S"", ""nhs_rest_stop"": ""Clyde V. Kane Southbound"", ""number_of_spots"": 23}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1000,public_rest_area,Hooksett Welcome Center North,NH,6,POINT(-71.475698000415 43.110439000019),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Merrimack"", ""OBJECTID"": 1000, ""latitude"": 43.110439, ""longitude"": -71.475698, ""mile_post"": ""31"", ""municipality"": ""Hooksett"", ""state_number"": ""33"", ""highway_route"": ""I-93N"", ""nhs_rest_stop"": ""Hooksett Welcome Center North"", ""number_of_spots"": 6}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1001,public_rest_area,Sutton Rest Area,NH,16,POINT(-71.9100590000516 43.339671000299),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Merrimack"", ""OBJECTID"": 1001, ""latitude"": 43.339671, ""longitude"": -71.910059, ""mile_post"": ""26"", ""municipality"": ""Sutton"", ""state_number"": ""33"", ""highway_route"": ""I-89S"", ""nhs_rest_stop"": ""Sutton Rest Area"", ""number_of_spots"": 16}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1002,public_rest_area,Canterbury Rest Area,NH,15,POINT(-71.6080280002652 43.3722619999173),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Merrimack"", ""OBJECTID"": 1002, ""latitude"": 43.372262, ""longitude"": -71.608028, ""mile_post"": ""51"", ""municipality"": ""Canterbury"", ""state_number"": ""33"", ""highway_route"": ""I-93N"", ""nhs_rest_stop"": ""Canterbury Rest Area"", ""number_of_spots"": 15}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1003,public_rest_area,Springfield Rest Area,NH,10,POINT(-72.1018000001936 43.4679000001095),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Sullivan"", ""OBJECTID"": 1003, ""latitude"": 43.4679, ""longitude"": -72.1018, ""mile_post"": ""39"", ""municipality"": ""Springfield"", ""state_number"": ""33"", ""highway_route"": ""I-89N"", ""nhs_rest_stop"": ""Springfield Rest Area"", ""number_of_spots"": 10}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1004,public_rest_area,Sanbornton Rest Area,NH,9,POINT(-71.5988009997401 43.4915529997074),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Belknap"", ""OBJECTID"": 1004, ""latitude"": 43.491553, ""longitude"": -71.598801, ""mile_post"": ""61"", ""municipality"": ""Sanbornton"", ""state_number"": ""33"", ""highway_route"": ""I-93S"", ""nhs_rest_stop"": ""Sanbornton Rest Area"", ""number_of_spots"": 9}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1005,public_rest_area,Lebanon Rest Area,NH,8,POINT(-72.2611999999021 43.6488000002553),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Grafton"", ""OBJECTID"": 1005, ""latitude"": 43.6488, ""longitude"": -72.2612, ""mile_post"": ""57"", ""municipality"": ""Lebanon"", ""state_number"": ""33"", ""highway_route"": ""I-89S"", ""nhs_rest_stop"": ""Lebanon Rest Area"", ""number_of_spots"": 8}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1006,public_rest_area,North Conway Rest Area,NH,4,POINT(-71.139500000107 44.0784999999614),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Carroll"", ""OBJECTID"": 1006, ""latitude"": 44.0785, ""longitude"": -71.1395, ""mile_post"": ""NA"", ""municipality"": ""North Conway"", ""state_number"": ""33"", ""highway_route"": ""Rt. 16E"", ""nhs_rest_stop"": ""North Conway Rest Area"", ""number_of_spots"": 4}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1007,public_rest_area,Littleton Rest Area,NH,10,POINT(-71.8724999996447 44.3268000001235),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Grafton"", ""OBJECTID"": 1007, ""latitude"": 44.3268, ""longitude"": -71.8725, ""mile_post"": ""Exit 44"", ""municipality"": ""Littleton"", ""state_number"": ""33"", ""highway_route"": ""I-93"", ""nhs_rest_stop"": ""Littleton Rest Area"", ""number_of_spots"": 10}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1008,public_rest_area,Colebrook Rest Area,NH,2,POINT(-71.5079999995921 44.9245999997216),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NH"", ""county"": ""Coos"", ""OBJECTID"": 1008, ""latitude"": 44.9246, ""longitude"": -71.508, ""mile_post"": ""NA"", ""municipality"": ""Colebrook"", ""state_number"": ""33"", ""highway_route"": ""Rt. 3N"", ""nhs_rest_stop"": ""Colebrook Rest Area"", ""number_of_spots"": 2}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1009,public_rest_area,Ocean View,NJ,12,POINT(-74.72322100042 39.1812830002793),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Cape May"", ""OBJECTID"": 1009, ""latitude"": 39.181283, ""longitude"": -74.723221, ""mile_post"": ""18.3"", ""municipality"": ""Dennis"", ""state_number"": ""34"", ""highway_route"": ""Garden State Pkwy"", ""nhs_rest_stop"": ""Ocean View"", ""number_of_spots"": 12}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
101,public_rest_area,Buttonwillow Northbound,CA,33,POINT(-119.422949999725 35.4176399998036),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""CA"", ""county"": ""Kern"", ""OBJECTID"": 101, ""latitude"": 35.41764, ""longitude"": -119.42295, ""mile_post"": ""PM 54.1"", ""municipality"": ""Buttonwillow"", ""state_number"": ""06"", ""highway_route"": ""I-5 N"", ""nhs_rest_stop"": ""Buttonwillow Northbound"", ""number_of_spots"": 33}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1010,public_rest_area,Atlantic City Service Area,NJ,10,POINT(-74.5289699995763 39.4708619998963),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Atlantic"", ""OBJECTID"": 1010, ""latitude"": 39.470862, ""longitude"": -74.52897, ""mile_post"": ""40.8"", ""municipality"": ""Galloway"", ""state_number"": ""34"", ""highway_route"": ""Garden State Pkwy"", ""nhs_rest_stop"": ""Atlantic City Service Area"", ""number_of_spots"": 10}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1011,public_rest_area,Farley Service Plaza,NJ,14,POINT(-74.7350640001553 39.5502600001004),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Atlantic"", ""OBJECTID"": 1011, ""latitude"": 39.55026, ""longitude"": -74.735064, ""mile_post"": ""21.2"", ""municipality"": ""Hamilton"", ""state_number"": ""34"", ""highway_route"": ""Atlantic City Expwy"", ""nhs_rest_stop"": ""Farley Service Plaza"", ""number_of_spots"": 14}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1012,public_rest_area,John Fenwick,NJ,18,POINT(-75.394648000017 39.6964229996693),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Salem"", ""OBJECTID"": 1012, ""latitude"": 39.696423, ""longitude"": -75.394648, ""mile_post"": ""5.4"", ""municipality"": ""Oldmans"", ""state_number"": ""34"", ""highway_route"": ""NJ Turnpike NB\n\""to I-95\"""", ""nhs_rest_stop"": ""John Fenwick"", ""number_of_spots"": 18}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1013,public_rest_area,Clara Barton,NJ,18,POINT(-75.396667000449 39.6978590001484),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Salem"", ""OBJECTID"": 1013, ""latitude"": 39.697859, ""longitude"": -75.396667, ""mile_post"": ""5.4"", ""municipality"": ""Oldmans"", ""state_number"": ""34"", ""highway_route"": ""NJ Turnpike NB\n\""to I-95\"""", ""nhs_rest_stop"": ""Clara Barton"", ""number_of_spots"": 18}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1014,public_rest_area,Walt Whitman,NJ,31,POINT(-74.9977000002992 39.8859000000957),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Camden"", ""OBJECTID"": 1014, ""latitude"": 39.8859, ""longitude"": -74.9977, ""mile_post"": ""30.2"", ""municipality"": ""Cherry Hill"", ""state_number"": ""34"", ""highway_route"": ""I-95 SB"", ""nhs_rest_stop"": ""Walt Whitman"", ""number_of_spots"": 31}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1015,public_rest_area,James Fenimore Cooper,NJ,47,POINT(-74.8887999998266 39.9802000000595),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Burlington"", ""OBJECTID"": 1015, ""latitude"": 39.9802, ""longitude"": -74.8888, ""mile_post"": ""39.4"", ""municipality"": ""Mt. Laurel"", ""state_number"": ""34"", ""highway_route"": ""I-95 NB"", ""nhs_rest_stop"": ""James Fenimore Cooper"", ""number_of_spots"": 47}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1016,public_rest_area,Woodrow Wilson,NJ,42,POINT(-74.6299000004229 40.1792000003121),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Mercer"", ""OBJECTID"": 1016, ""latitude"": 40.1792, ""longitude"": -74.6299, ""mile_post"": ""58.7"", ""municipality"": ""Hamilton"", ""state_number"": ""34"", ""highway_route"": ""I-95 NB"", ""nhs_rest_stop"": ""Woodrow Wilson"", ""number_of_spots"": 42}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1017,public_rest_area,Richard Stockton,NJ,42,POINT(-74.6306999995907 40.1831000000186),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Mercer"", ""OBJECTID"": 1017, ""latitude"": 40.1831, ""longitude"": -74.6307, ""mile_post"": ""58.7"", ""municipality"": ""Hamilton"", ""state_number"": ""34"", ""highway_route"": ""I-95 SB"", ""nhs_rest_stop"": ""Richard Stockton"", ""number_of_spots"": 42}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1018,public_rest_area,Molly Pitcher,NJ,80,POINT(-74.4881990001075 40.3210599999231),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Mercer"", ""OBJECTID"": 1018, ""latitude"": 40.32106, ""longitude"": -74.488199, ""mile_post"": ""71.7"", ""municipality"": ""Cranbury"", ""state_number"": ""34"", ""highway_route"": ""I-95 SB"", ""nhs_rest_stop"": ""Molly Pitcher"", ""number_of_spots"": 80}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1019,public_rest_area,Joyce Kilmer,NJ,53,POINT(-74.4438309998157 40.4167140001968),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Middlesex"", ""OBJECTID"": 1019, ""latitude"": 40.416714, ""longitude"": -74.443831, ""mile_post"": ""78.7"", ""municipality"": ""East Brunswick"", ""state_number"": ""34"", ""highway_route"": ""I-95 NB"", ""nhs_rest_stop"": ""Joyce Kilmer"", ""number_of_spots"": 53}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
102,public_rest_area,Buttonwillow Southbound,CA,33,POINT(-119.422949999725 35.4176399998036),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""CA"", ""county"": ""Kern"", ""OBJECTID"": 102, ""latitude"": 35.41764, ""longitude"": -119.42295, ""mile_post"": ""PM 54.1"", ""municipality"": ""Buttonwillow"", ""state_number"": ""06"", ""highway_route"": ""I-5 S"", ""nhs_rest_stop"": ""Buttonwillow Southbound"", ""number_of_spots"": 33}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1020,public_rest_area,Grover Cleveland,NJ,46,POINT(-74.2631890003177 40.5569809998963),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Middlesex"", ""OBJECTID"": 1020, ""latitude"": 40.556981, ""longitude"": -74.263189, ""mile_post"": ""92.9"", ""municipality"": ""Woodbridge"", ""state_number"": ""34"", ""highway_route"": ""I-95 NB"", ""nhs_rest_stop"": ""Grover Cleveland"", ""number_of_spots"": 46}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1021,public_rest_area,Thomas Edison,NJ,40,POINT(-74.2645559999232 40.5600030003229),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Middlesex"", ""OBJECTID"": 1021, ""latitude"": 40.560003, ""longitude"": -74.264556, ""mile_post"": ""92.9"", ""municipality"": ""Woodbridge"", ""state_number"": ""34"", ""highway_route"": ""I-95 SB"", ""nhs_rest_stop"": ""Thomas Edison"", ""number_of_spots"": 40}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1022,public_rest_area,UNKNOWN,NJ,7,POINT(-75.0604918999943 40.6588533000223),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Hunterdon"", ""OBJECTID"": 1022, ""latitude"": 40.6588533, ""longitude"": -75.0604919, ""mile_post"": ""8"", ""municipality"": ""Greenwich"", ""state_number"": ""34"", ""highway_route"": ""I-78 EB"", ""nhs_rest_stop"": ""UNKNOWN"", ""number_of_spots"": 7}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1023,public_rest_area,UNKNOWN,NJ,7,POINT(-75.0595369998304 40.6597650001703),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Hunterdon"", ""OBJECTID"": 1023, ""latitude"": 40.659765, ""longitude"": -75.059537, ""mile_post"": ""8"", ""municipality"": ""Greenwich"", ""state_number"": ""34"", ""highway_route"": ""I-78 WB"", ""nhs_rest_stop"": ""UNKNOWN"", ""number_of_spots"": 7}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1024,public_rest_area,Harding Township (I-287 NB) Rest Area,NJ,20,POINT(-74.5119590000963 40.7612600001966),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Morris"", ""OBJECTID"": 1024, ""latitude"": 40.76126, ""longitude"": -74.511959, ""mile_post"": ""33"", ""municipality"": ""Harding"", ""state_number"": ""34"", ""highway_route"": ""I-287 NB"", ""nhs_rest_stop"": ""Harding Township (I-287 NB) Rest Area"", ""number_of_spots"": 20}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1025,public_rest_area,Alexander Hamilton,NJ,33,POINT(-74.0651520003018 40.7699529999916),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Hudson"", ""OBJECTID"": 1025, ""latitude"": 40.769953, ""longitude"": -74.065152, ""mile_post"": ""111.6"", ""municipality"": ""Secaucus"", ""state_number"": ""34"", ""highway_route"": ""I-95 SB"", ""nhs_rest_stop"": ""Alexander Hamilton"", ""number_of_spots"": 33}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1026,public_rest_area,Vince Lombardi,NJ,164,POINT(-74.0297219999317 40.8227030001003),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Bergen"", ""OBJECTID"": 1026, ""latitude"": 40.822703, ""longitude"": -74.029722, ""mile_post"": ""115.9"", ""municipality"": ""Ridgefield"", ""state_number"": ""34"", ""highway_route"": ""I-95 NB/SB"", ""nhs_rest_stop"": ""Vince Lombardi"", ""number_of_spots"": 164}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1027,public_rest_area,UNKNOWN,NJ,10,POINT(-74.6068869998985 40.9061219997781),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Morris"", ""OBJECTID"": 1027, ""latitude"": 40.906122, ""longitude"": -74.606887, ""mile_post"": ""32"", ""municipality"": ""Roxbury"", ""state_number"": ""34"", ""highway_route"": ""I-80 WB"", ""nhs_rest_stop"": ""UNKNOWN"", ""number_of_spots"": 10}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1028,public_rest_area,UNKNOWN,NJ,9,POINT(-74.7895090003688 40.9241860000281),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Warren"", ""OBJECTID"": 1028, ""latitude"": 40.924186, ""longitude"": -74.789509, ""mile_post"": ""21.5"", ""municipality"": ""Allamuchy"", ""state_number"": ""34"", ""highway_route"": ""I-80 EB"", ""nhs_rest_stop"": ""UNKNOWN"", ""number_of_spots"": 9}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1029,public_rest_area,UNKNOWN,NJ,9,POINT(-74.7895090003688 40.9241860000281),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Warren"", ""OBJECTID"": 1029, ""latitude"": 40.924186, ""longitude"": -74.789509, ""mile_post"": ""21.5"", ""municipality"": ""Allamuchy"", ""state_number"": ""34"", ""highway_route"": ""I-80 WB"", ""nhs_rest_stop"": ""UNKNOWN"", ""number_of_spots"": 9}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
103,public_rest_area,Valley Wells Northbound,CA,17,POINT(-115.706480000161 35.4327499997792),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""CA"", ""county"": ""San Bernardino"", ""OBJECTID"": 103, ""latitude"": 35.43275, ""longitude"": -115.70648, ""mile_post"": ""PM 160.8"", ""municipality"": ""Halloran Springs"", ""state_number"": ""06"", ""highway_route"": ""I-15 N"", ""nhs_rest_stop"": ""Valley Wells Northbound"", ""number_of_spots"": 17}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1030,public_rest_area,UNKNOWN,NJ,23,POINT(-75.0398469995943 40.9269849998907),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NJ"", ""county"": ""Warren"", ""OBJECTID"": 1030, ""latitude"": 40.926985, ""longitude"": -75.039847, ""mile_post"": ""7.2"", ""municipality"": ""Knowlton"", ""state_number"": ""34"", ""highway_route"": ""I-80 EB"", ""nhs_rest_stop"": ""UNKNOWN"", ""number_of_spots"": 23}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1031,public_rest_area,NHS Rest Stop 6: Anthony Welcome Center,NM,17,POINT(-106.581300000134 32.0065400000658),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NM"", ""county"": ""Dona Ana"", ""OBJECTID"": 1031, ""latitude"": 32.00654, ""longitude"": -106.5813, ""mile_post"": ""164"", ""municipality"": ""Anthony"", ""state_number"": ""35"", ""highway_route"": ""I-10N"", ""nhs_rest_stop"": ""NHS Rest Stop 6: Anthony Welcome Center"", ""number_of_spots"": 17}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1032,public_rest_area,NHS Rest Stop 2: Yucca,NM,10,POINT(-108.248602999612 32.2030169996612),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NM"", ""county"": ""Luna"", ""OBJECTID"": 1032, ""latitude"": 32.203017, ""longitude"": -108.248603, ""mile_post"": ""54"", ""municipality"": ""Deming"", ""state_number"": ""35"", ""highway_route"": ""I-10E"", ""nhs_rest_stop"": ""NHS Rest Stop 2: Yucca"", ""number_of_spots"": 10}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1033,public_rest_area,NHS Rest Stop 3: Gage,NM,13,POINT(-108.12280600036 32.2244009997425),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NM"", ""county"": ""Luna"", ""OBJECTID"": 1033, ""latitude"": 32.224401, ""longitude"": -108.122806, ""mile_post"": ""61"", ""municipality"": ""Gage"", ""state_number"": ""35"", ""highway_route"": ""I-10W"", ""nhs_rest_stop"": ""NHS Rest Stop 3: Gage"", ""number_of_spots"": 13}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1034,public_rest_area,NHS Rest Stop 5: Fairacres (scenic view/overlook),NM,10,POINT(-106.866749999712 32.2814399997456),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NM"", ""county"": ""Dona Ana"", ""OBJECTID"": 1034, ""latitude"": 32.28144, ""longitude"": -106.86675, ""mile_post"": ""135"", ""municipality"": ""Las Cruces"", ""state_number"": ""35"", ""highway_route"": ""I-10E"", ""nhs_rest_stop"": ""NHS Rest Stop 5: Fairacres (scenic view/overlook)"", ""number_of_spots"": 10}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1035,public_rest_area,NHS Rest Stop 1: Road Forks (name from original survey),NM,10,POINT(-108.742814999756 32.3524849998636),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NM"", ""county"": ""Hidalgo"", ""OBJECTID"": 1035, ""latitude"": 32.352485, ""longitude"": -108.742815, ""mile_post"": ""21"", ""municipality"": ""Lordsburg (Welcome Center)"", ""state_number"": ""35"", ""highway_route"": ""I-10E"", ""nhs_rest_stop"": ""NHS Rest Stop 1: Road Forks (name from original survey)"", ""number_of_spots"": 10}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1036,public_rest_area,NHS Rest Stop 4: Butterfield Trail,NM,4,POINT(-107.978868000053 32.4955739997735),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NM"", ""county"": ""Luna"", ""OBJECTID"": 1036, ""latitude"": 32.495574, ""longitude"": -107.978868, ""mile_post"": ""145"", ""municipality"": ""Deming"", ""state_number"": ""35"", ""highway_route"": ""US 180S"", ""nhs_rest_stop"": ""NHS Rest Stop 4: Butterfield Trail"", ""number_of_spots"": 4}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1037,public_rest_area,NHS Rest Stop 7: Ft. Selden,NM,4,POINT(-106.921421999706 32.5509969999655),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NM"", ""county"": ""Dona Ana"", ""OBJECTID"": 1037, ""latitude"": 32.550997, ""longitude"": -106.921422, ""mile_post"": ""23"", ""municipality"": ""Radium Springs"", ""state_number"": ""35"", ""highway_route"": ""I-25N"", ""nhs_rest_stop"": ""NHS Rest Stop 7: Ft. Selden"", ""number_of_spots"": 4}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
1038,public_rest_area,NHS Rest Stop 8: Ft. Selden,NM,3,POINT(-106.92340000013 32.552600000206),ntad_parking,18,2026-07-22 08:31:07.98657+00,2019-01-01 00:00:00+00,68,95,17,100,50,{},"{""state"": ""NM"", ""county"": ""Dona Ana"", ""OBJECTID"": 1038, ""latitude"": 32.5526, ""longitude"": -106.9234, ""mile_post"": ""23"", ""municipality"": ""Radium Springs"", ""state_number"": ""35"", ""highway_route"": ""I-25S"", ""nhs_rest_stop"": ""NHS Rest Stop 8: Ft. Selden"", ""number_of_spots"": 3}",2019-01-01 00:00:00+00,ntad_parking,44,unknown,59,50,0,{}
